# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 14K of event 'cycles'
# Event count (approx.): 1913745323191
#
# Children      Self  Command          Shared Object         Symbol                                           
# ........  ........  ...............  ....................  .................................................
#
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] __xa_clear_mark
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] walk_component
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] current_time
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] filp_close
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] deactivate_task
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __ip_append_data
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] obj_cgroup_charge
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] do_wp_page
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] wp_page_copy
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __ip_finish_output
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ip_finish_output
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ip_output
     0.02%     0.02%  swapper          [kernel.kallsyms]     [k] perf_event_task_tick
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] iterate_groups
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __x64_sys_close
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] page_vma_mapped_walk
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] update_cfs_group
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] alloc_misplaced_dst_page
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] task_numa_find_cpu
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] ext4_mark_iloc_dirty
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] futex_wake
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] test_clear_page_writeback
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] do_syscall_64
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] __x64_sys_ioctl
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] uncharge_batch
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ip_finish_output2
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] sysvec_call_function_single
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] xas_store
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] skb_release_data
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sysvec_call_function_single
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __local_bh_enable_ip
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __napi_poll
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __netif_receive_skb
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] do_softirq
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] net_rx_action
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] process_backlog
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] __get_user_nocheck_4
     0.02%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] blk_mq_get_tag
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] __blk_mq_alloc_request
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] update_curr
     0.02%     0.02%  swapper          [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] find_busiest_group
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] enqueue_entity
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] fscrypt_mergeable_bio_bh
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __filemap_fdatawait_range
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] irqentry_exit
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] lockref_get_not_zero
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] dget_parent
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_file_open
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] fscrypt_file_open
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] rcu_all_qs
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] security_file_alloc
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] perf_ioctl
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] try_charge_memcg
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __check_object_size
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] ktime_get_coarse_real_ts64
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] mod_objcg_state
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __netif_receive_skb_one_core
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] generic_smp_call_function_single_interrupt
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]     [k] llist_add_batch
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] lookup_fast
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] __fprop_inc_percpu
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] __fprop_inc_percpu_max
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sched_ttwu_pending
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] __blk_queue_split
     0.02%     0.01%  swapper          [kernel.kallsyms]     [k] tick_nohz_idle_enter
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] _perf_ioctl
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] security_file_permission
     0.02%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] kmem_cache_free
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] bio_free
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] bio_put
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] mempool_free
     0.02%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] mempool_free_slab
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] kjournald2
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] kthread
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] ret_from_fork
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] jbd2_journal_stop
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] rw_verify_area
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] asm_common_interrupt
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] common_interrupt
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] mempool_kmalloc
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] flush_smp_call_function_queue
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] blk_attempt_plug_merge
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] perf_event_for_each_child
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] refill_obj_stock
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] fscrypt_mergeable_bio
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] migrate_page
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] move_to_new_page
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] jbd2_journal_commit_transaction
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] kfree
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] skb_free_head
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] unix_poll
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sock_poll
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] hrtimer_interrupt
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] crypto_shash_update
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] blk_mq_get_tag
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __fsnotify_parent
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] get_unused_fd_flags
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __d_lookup_rcu
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ip_rcv
     0.02%     0.01%  swapper          [kernel.kallsyms]     [k] tick_nohz_get_sleep_length
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] _perf_event_enable
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] locks_remove_posix
     0.02%     0.01%  swapper          [kernel.kallsyms]     [k] set_next_entity
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] refill_obj_stock
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] copy_page_from_iter_atomic
     0.02%     0.02%  kworker/u97:3+f  [kernel.kallsyms]     [k] update_io_ticks
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_reserve_inode_write
     0.02%     0.01%  postgres         [kernel.kallsyms]     [k] __ip_make_skb
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] event_function_call
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] close_fd
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] generic_update_time
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] pick_next_task_idle
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sockfd_lookup_light
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] sock_alloc_send_skb
     0.02%     0.02%  postgres         [kernel.kallsyms]     [k] mem_cgroup_update_lru_size
     0.02%     0.02%  kcompactd1       [kernel.kallsyms]     [k] __isolate_lru_page_prepare
     0.02%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] submit_bio_checks
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] skb_copy_datagram_from_iter
     0.02%     0.00%  postgres         [kernel.kallsyms]     [k] sched_ttwu_pending
     0.01%     0.00%  kworker/u96:1-e  [kernel.kallsyms]     [k] end_page_writeback
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] page_counter_charge
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] mem_cgroup_migrate
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] migrate_page_copy
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] migrate_page_states
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __common_interrupt
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] blk_mq_end_request
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] handle_edge_irq
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] handle_irq_event
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] nvme_complete_rq
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] nvme_irq
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] nvme_pci_complete_rq
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] nvme_process_cq
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] llist_reverse_order
     0.01%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] unlock_page
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] blk_rq_merge_ok
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] cpuacct_charge
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] balance_dirty_pages
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] mem_cgroup_wb_stats
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] try_charge_memcg
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] compact_lock_irqsave
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] smp_call_function_single
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] strncpy_from_user
     0.01%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] __slab_free
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ip_protocol_deliver_rcu
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ip_local_deliver
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ip_local_deliver_finish
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __es_remove_extent
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]     [k] vma_interval_tree_subtree_search
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]     [k] vma_interval_tree_iter_next
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __ext4_journal_stop
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]     [k] check_pte
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __mod_memcg_state.part.0
     0.01%     0.01%  kworker/u96:1-e  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] free_pcppages_bulk
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]     [k] on_each_cpu_cond_mask
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] pick_next_entity
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] __blk_rq_map_sg
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __x64_sys_unlink
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] do_unlinkat
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] tick_nohz_idle_exit
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] apparmor_file_permission
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] flush_tlb_batched_pending
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __pollwait
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __put_page
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] page_remove_rmap
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] sugov_update_single_freq
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] vma_interval_tree_remove
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] unlink_file_vma
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]     [k] check_pte
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]     [k] page_mapping
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]     [k] page_cpupid_xchg_last
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] exit_files
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] put_files_struct
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] mem_cgroup_migrate
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]     [k] wake_up_bit
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] unlock_buffer
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] native_irq_return_iret
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] fault_dirty_shared_page
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] udp_queue_rcv_skb
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __udp4_lib_rcv
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] udp_rcv
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] udp_unicast_rcv_skb
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] rb_next
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __check_block_validity.constprop.0
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] vma_migratable
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] ktime_get
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] set_next_entity
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] activate_task
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] attach_task
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] drain_obj_stock
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] skb_release_head_state
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] filename_lookup
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] path_lookupat
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] __virt_addr_valid
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] generic_exec_single
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] getname_flags
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] tick_sched_timer
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __fprop_inc_percpu
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __fprop_inc_percpu_max
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_idle_exit
     0.01%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] blk_account_io_start
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]     [k] PageHuge
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] asm_sysvec_reschedule_ipi
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sysvec_reschedule_ipi
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.01%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] blk_attempt_plug_merge
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] update_min_vruntime
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __sysvec_call_function
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] asm_sysvec_call_function
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sysvec_call_function
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] anon_vma_interval_tree_iter_next
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] tag_pages_for_writeback
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] sugov_get_util
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] sbitmap_get
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __blk_mq_get_tag
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __sbitmap_queue_get
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] kfree
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] copy_page
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] inet_recvmsg
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] udp_recvmsg
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] fscrypt_set_bio_crypt_ctx
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] link_path_walk.part.0
     0.01%     0.00%  kworker/u97:3+f  [kernel.kallsyms]     [k] mempool_kmalloc
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __rq_qos_track
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_core
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_core_si
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_handle_dirty_dirblock
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] generic_fillattr
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_file_getattr
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_getattr
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] vfs_getattr_nosec
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] __perf_event_enable
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] event_function
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] remote_function
     0.01%     0.00%  kworker/u96:1-e  [kernel.kallsyms]     [k] test_clear_page_writeback
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] find_get_pages_range
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] pagevec_lookup_range
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] ext4_inode_block_valid
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __x64_sys_lseek
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] drain_stock
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] refill_stock
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] down_read_trylock
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] workingset_update_node
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __wait_for_common
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] mempool_kfree
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] nvme_unmap_data.part.0
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __kmalloc_node_track_caller
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] bio_endio
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] blk_update_request
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] nvme_unmap_data.part.0
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] hash_futex
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] nvme_submit_cmd
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] ctx_resched
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] up_read
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] sock_poll
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ep_item_poll.isra.0
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __ext4_get_inode_loc
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] ext4_get_inode_loc
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] tick_sched_handle
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] update_process_times
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] unmap_page_range
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __x64_sys_exit_group
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] do_exit
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] do_group_exit
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] exit_mmap
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] mmput
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] unmap_single_vma
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] unmap_vmas
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __kmalloc_node_track_caller
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] ext4_da_reserve_space
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] x86_pmu_enable
     0.01%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] dec_zone_page_state
     0.01%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%     0.01%  kworker/u97:3+f  [kernel.kallsyms]     [k] native_irq_return_iret
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] deactivate_task
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] mod_objcg_state
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __xa_clear_mark
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] security_file_free
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] evict
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] iput
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] iput.part.0
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] llist_add_batch
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] __skb_datagram_iter
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] simple_copy_to_iter
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] skb_copy_datagram_iter
     0.01%     0.00%  postgres         [kernel.kallsyms]     [k] unix_stream_read_actor
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] _raw_spin_trylock
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] kfree
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] blk_cgroup_bio_start
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] mempool_free
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] blk_account_io_done
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] __update_idle_core
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] psi_flags_change
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] blk_mq_start_request
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] update_rq_clock
     0.01%     0.01%  postgres         [kernel.kallsyms]     [k] wake_q_add_safe
