# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 64K of event 'cycles'
# Event count (approx.): 6448299687658
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     0.52%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.52%     0.03%  kswapd1          [kernel.kallsyms]                   [k] __remove_mapping
     0.52%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __do_munmap
     0.52%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __vm_munmap
     0.52%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __x64_sys_munmap
     0.51%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task
     0.51%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_region
     0.51%     0.06%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.50%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_single_vma
     0.50%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_vmas
     0.50%     0.43%  kswapd1          [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.50%     0.16%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_page_range
     0.50%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] filemap_map_pages
     0.49%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] try_to_wake_up
     0.49%     0.02%  swapper          [kernel.kallsyms]                   [k] enqueue_task
     0.48%     0.48%  Native-Transpor  [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.48%     0.47%  swapper          [kernel.kallsyms]                   [k] __switch_to
     0.47%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.47%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.46%     0.00%  swapper          [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.46%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_process
     0.46%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] psi_task_switch
     0.44%     0.42%  Native-Transpor  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.44%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __set_task_comm
     0.44%     0.43%  Native-Transpor  [kernel.kallsyms]                   [k] clear_page_erms
     0.43%     0.01%  swapper          [kernel.kallsyms]                   [k] common_interrupt
     0.43%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_common_interrupt
     0.43%     0.00%  kswapd0          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.43%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_flush
     0.42%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sysvec_call_function
     0.42%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.42%     0.04%  kswapd0          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.42%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_entity
     0.42%     0.01%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap
     0.41%     0.00%  swapper          [kernel.kallsyms]                   [k] __common_interrupt
     0.41%     0.01%  kswapd0          [kernel.kallsyms]                   [k] page_referenced
     0.41%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_comm
     0.41%     0.01%  swapper          [kernel.kallsyms]                   [k] handle_edge_irq
     0.40%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] perf_iterate_sb
     0.38%     0.00%  swapper          [kernel.kallsyms]                   [k] handle_irq_event
     0.38%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.38%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] do_syscall_64
     0.38%     0.04%  kswapd1          [kernel.kallsyms]                   [k] page_referenced_one
     0.38%     0.05%  swapper          [kernel.kallsyms]                   [k] enqueue_task_fair
     0.37%     0.00%  kswapd0          [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.37%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __x64_sys_write
     0.37%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ksys_write
     0.37%     0.01%  swapper          [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.37%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] vfs_write
     0.37%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_irq
     0.36%     0.02%  swapper          [kernel.kallsyms]                   [k] nvme_process_cq
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] new_sync_write
     0.36%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __delete_from_page_cache
     0.36%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __sysvec_call_function
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_file_write_iter
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] generic_perform_write
     0.35%     0.35%  Native-Transpor  [kernel.kallsyms]                   [k] psi_flags_change
     0.35%     0.33%  kswapd1          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_comm_output
     0.34%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.34%     0.30%  kswapd1          [kernel.kallsyms]                   [k] isolate_lru_pages
     0.33%     0.14%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.33%     0.04%  swapper          [kernel.kallsyms]                   [k] pick_next_task_fair
     0.33%     0.05%  swapper          [kernel.kallsyms]                   [k] psi_task_switch
     0.33%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.33%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] wake_up_process
     0.32%     0.04%  kswapd1          [kernel.kallsyms]                   [k] shrink_active_list
     0.31%     0.22%  swapper          [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.30%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_cache_delete
     0.30%     0.03%  swapper          [kernel.kallsyms]                   [k] sched_clock_cpu
     0.30%     0.04%  kswapd0          [kernel.kallsyms]                   [k] page_referenced_one
     0.30%     0.25%  kswapd0          [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.29%     0.29%  swapper          [kernel.kallsyms]                   [k] psi_group_change
     0.29%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.29%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.29%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] exc_page_fault
     0.29%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] handle_mm_fault
     0.29%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.29%     0.07%  swapper          [kernel.kallsyms]                   [k] enqueue_entity
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_read
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_read
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ksys_read
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_read_iter
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] new_sync_read
     0.27%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.27%     0.27%  Native-Transpor  [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.27%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_recvmsg
     0.27%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] filemap_map_pages
     0.27%     0.05%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.27%     0.27%  ReadStage-130    [kernel.kallsyms]                   [k] next_uptodate_page
     0.27%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_recvmsg
     0.27%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg
     0.27%     0.26%  swapper          [kernel.kallsyms]                   [k] native_sched_clock
     0.26%     0.03%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.26%     0.26%  Native-Transpor  [kernel.kallsyms]                   [k] __task_pid_nr_ns
     0.26%     0.24%  kswapd0          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.26%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_complete_rq
     0.26%     0.02%  kswapd1          [kernel.kallsyms]                   [k] xas_store
     0.25%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_nohz_get_sleep_length
     0.25%     0.12%  Native-Transpor  [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.25%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_end_request
     0.25%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg_locked
     0.25%     0.24%  NonPeriodicTask  [kernel.kallsyms]                   [k] release_pages
     0.24%     0.04%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_from_idle
     0.24%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_da_write_end
     0.24%     0.24%  kswapd1          [kernel.kallsyms]                   [k] xas_create
     0.24%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_active_list
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] generic_write_end
     0.23%     0.23%  swapper          [unknown]                           [.] 0000000000000000
     0.23%     0.13%  swapper          [kernel.kallsyms]                   [k] set_next_entity
     0.23%     0.21%  kswapd0          [kernel.kallsyms]                   [k] isolate_lru_pages
     0.23%     0.07%  NonPeriodicTask  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.23%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_writev
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_writev
     0.23%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.23%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.22%     0.13%  Native-Transpor  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.22%     0.21%  Native-Transpor  [kernel.kallsyms]                   [k] next_uptodate_page
     0.22%     0.08%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_entity
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_writev
     0.22%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __mark_inode_dirty
     0.22%     0.12%  Native-Transpor  [kernel.kallsyms]                   [k] update_load_avg
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.22%     0.02%  NonPeriodicTask  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.22%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_dirty_inode
     0.22%     0.12%  swapper          [kernel.kallsyms]                   [k] update_load_avg
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] common_interrupt
     0.22%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push
     0.22%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __common_interrupt
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_write
     0.21%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap
     0.21%     0.02%  swapper          [kernel.kallsyms]                   [k] blk_update_request
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_edge_irq
     0.21%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] switch_fpu_return
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_write_iter
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_readv_writev
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_sendmsg
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_sendmsg
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_sendmsg
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_finish_plug
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_irq_event
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.20%     0.03%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_list
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_task
     0.20%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_irq
     0.20%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.20%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __remove_mapping
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_process_cq
     0.20%     0.19%  Native-Transpor  [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.19%     0.19%  Native-Transpor  [kernel.kallsyms]                   [k] xas_load
     0.19%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_sendmsg_locked
     0.19%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_queue_rq
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.19%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_endio
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_page_frag_refill
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_page_frag_refill
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __alloc_pages
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] alloc_pages
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] do_syscall_64
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.18%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_reserve_inode_write
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] get_page_from_freelist
     0.18%     0.09%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.18%     0.00%  swapper          [kernel.kallsyms]                   [k] mpage_end_io
     0.18%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_transmit_skb
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] do_futex
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wait
     0.18%     0.18%  Thread-13        [kernel.kallsyms]                   [k] __schedule
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.18%     0.00%  Thread-13        [kernel.kallsyms]                   [k] schedule
     0.18%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_get_inode_loc
     0.18%     0.17%  CompactionExecu  [kernel.kallsyms]                   [k] __ext4_get_inode_loc
     0.18%     0.05%  swapper          [kernel.kallsyms]                   [k] __read_end_io
     0.17%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.17%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.17%     0.02%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_commit.constprop.0
     0.17%     0.02%  swapper          [kernel.kallsyms]                   [k] sched_ttwu_pending
     0.17%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] lru_cache_add
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_queue_xmit
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_queue_xmit
     0.16%     0.16%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.16%     0.16%  epollEventLoopG  [kernel.kallsyms]                   [k] clear_page_erms
     0.16%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_out
