# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 9763052235862
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.01%     0.00%  Thread-98        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.01%     0.00%  Thread-27        [kernel.kallsyms]                   [k] dequeue_entity
     0.01%     0.00%  Thread-27        [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  Thread-27        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.01%  ReadStage-58     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __wake_up_common
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] bio_advance
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] _copy_from_user
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] jbd2_journal_grab_journal_head
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __get_user_nocheck_4
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.01%  ReadStage-29     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_cleanup_rbuf
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] put_prev_task_fair
     0.01%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  ReadStage-20     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] timerqueue_add
     0.01%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] free_pcp_prepare
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] __free_pages
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] free_pages
     0.01%     0.00%  Thread-70        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] update_curr
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] sysvec_call_function
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  Thread-87        [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  Thread-87        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  ReadStage-154    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __cond_resched
     0.01%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  ReadStage-30     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  ReadStage-52     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] free_unref_page
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __put_page
