# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 865K of event 'cycles'
# Event count (approx.): 1671706037415
#
# Children      Self  Command          Shared Object                                     Symbol                                                                                                                                                      
# ........  ........  ...............  ................................................  ............................................................................................................................................................
#
     0.56%     0.00%  GC Thread#12     [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.56%     0.05%  Executor task l  [kernel.kallsyms]                                 [k] rmqueue
     0.56%     0.01%  GC Thread#22     [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.56%     0.09%  Executor task l  [kernel.kallsyms]                                 [k] __schedule
     0.56%     0.02%  G1 Refine#2      [kernel.kallsyms]                                 [k] update_process_times
     0.55%     0.02%  GC Thread#10     [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.55%     0.02%  GC Thread#19     [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.55%     0.00%  GC Thread#18     [kernel.kallsyms]                                 [k] __run_hrtimer
     0.55%     0.00%  GC Thread#12     [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.55%     0.02%  GC Thread#16     [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.55%     0.02%  GC Thread#0      [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.55%     0.04%  Executor task l  [kernel.kallsyms]                                 [k] __add_to_page_cache_locked
     0.55%     0.55%  Executor task l  [kernel.kallsyms]                                 [k] __const_udelay
     0.55%     0.00%  GC Thread#15     [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.55%     0.02%  GC Thread#3      [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.55%     0.02%  GC Thread#4      [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.55%     0.02%  GC Thread#22     [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.55%     0.01%  GC Thread#5      [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.55%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] tick_sched_handle
     0.55%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] __run_hrtimer
     0.55%     0.55%  Executor task l  [kernel.kallsyms]                                 [k] __list_del_entry_valid
     0.54%     0.03%  G1 Conc#5        [kernel.kallsyms]                                 [k] update_process_times
     0.54%     0.00%  GC Thread#15     [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.54%     0.01%  GC Thread#14     [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
