# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 497685574728
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                                                     
# ........  ........  ...............  ...................  ...........................................................................................................................................................................
#
     0.54%     0.02%  mariadbd         [kernel.kallsyms]    [k] sched_ttwu_pending
     0.54%     0.00%  kswapd0          [kernel.kallsyms]    [k] arch_tlbbatch_flush
     0.52%     0.52%  mariadbd         [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.52%     0.01%  swapper          [kernel.kallsyms]    [k] perf_event_task_tick
     0.52%     0.00%  kswapd0          [kernel.kallsyms]    [k] try_to_unmap_flush_dirty
     0.52%     0.16%  swapper          [kernel.kallsyms]    [k] set_next_entity
     0.52%     0.01%  swapper          [kernel.kallsyms]    [k] _nohz_idle_balance.constprop.0.isra.0
     0.51%     0.09%  swapper          [kernel.kallsyms]    [k] perf_adjust_freq_unthr_context
     0.50%     0.46%  mariadbd         [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.49%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.48%     0.21%  kswapd0          [kernel.kallsyms]    [k] smp_call_function_many_cond
     0.48%     0.00%  kswapd0          [kernel.kallsyms]    [k] on_each_cpu_cond_mask
     0.47%     0.14%  mariadbd         [kernel.kallsyms]    [k] gup_pgd_range
     0.47%     0.05%  mariadbd         [kernel.kallsyms]    [k] asm_sysvec_call_function
     0.47%     0.47%  mariadbd         libpthread-2.28.so   [.] __pthread_mutex_lock
     0.47%     0.19%  mariadbd         [kernel.kallsyms]    [k] set_task_cpu
     0.46%     0.28%  mariadbd         [kernel.kallsyms]    [k] ktime_get
     0.46%     0.03%  mariadbd         [kernel.kallsyms]    [k] update_blocked_averages
     0.46%     0.46%  mariadbd         [kernel.kallsyms]    [k] __restore_fpregs_from_fpstate
     0.46%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_da_write_begin
     0.46%     0.44%  mariadbd         [kernel.kallsyms]    [k] __update_load_avg_se
     0.45%     0.45%  mariadbd         [kernel.kallsyms]    [k] copy_user_generic_string
     0.45%     0.11%  mariadbd         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.45%     0.45%  mariadbd         [kernel.kallsyms]    [k] update_cfs_group
     0.45%     0.12%  mariadbd         [kernel.kallsyms]    [k] wake_affine_weight
     0.43%     0.43%  mariadbd         [kernel.kallsyms]    [k] cpuacct_charge
     0.43%     0.01%  mariadbd         [kernel.kallsyms]    [k] __mark_inode_dirty
     0.43%     0.39%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock
     0.43%     0.00%  mariadbd         [kernel.kallsyms]    [k] irqentry_exit_to_user_mode
     0.42%     0.03%  swapper          [kernel.kallsyms]    [k] update_blocked_averages
     0.41%     0.41%  swapper          [kernel.kallsyms]    [k] __switch_to_asm
     0.41%     0.05%  swapper          [kernel.kallsyms]    [k] rebalance_domains
     0.40%     0.40%  mariadbd         [kernel.kallsyms]    [k] __switch_to
     0.40%     0.01%  mariadbd         [kernel.kallsyms]    [k] default_send_IPI_mask_sequence_phys
     0.40%     0.01%  mariadbd         [kernel.kallsyms]    [k] sysvec_call_function
     0.40%     0.00%  swapper          [kernel.kallsyms]    [k] amd_pmu_disable_all
     0.39%     0.03%  swapper          [kernel.kallsyms]    [k] sched_clock_cpu
     0.39%     0.02%  mariadbd         [kernel.kallsyms]    [k] ext4_es_insert_extent
     0.39%     0.11%  tclsh8.6         [kernel.kallsyms]    [k] _raw_spin_lock
     0.38%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_dirty_inode
     0.37%     0.37%  swapper          [kernel.kallsyms]    [k] read_tsc
     0.37%     0.01%  mariadbd         [kernel.kallsyms]    [k] consume_skb
     0.37%     0.05%  swapper          [kernel.kallsyms]    [k] tick_nohz_idle_enter
     0.36%     0.05%  swapper          [kernel.kallsyms]    [k] clockevents_program_event
     0.36%     0.26%  mariadbd         [kernel.kallsyms]    [k] kfree
     0.36%     0.04%  swapper          [kernel.kallsyms]    [k] load_balance
     0.36%     0.36%  mariadbd         libpthread-2.28.so   [.] __lll_lock_wait
     0.36%     0.07%  swapper          [kernel.kallsyms]    [k] __hrtimer_start_range_ns
     0.35%     0.35%  swapper          [kernel.kallsyms]    [k] native_sched_clock
     0.35%     0.35%  mariadbd         [kernel.kallsyms]    [k] __list_del_entry_valid
     0.35%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] skb_release_data
     0.34%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] syscall_exit_to_user_mode
     0.34%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] __x64_sys_futex
     0.34%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] do_futex
