# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11935416462012
#
# Children      Self  Command          Shared Object      Symbol                                                        
# ........  ........  ...............  .................  ..............................................................
#
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] vsnprintf
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000063907b
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] exit_rcu
     0.00%     0.00%  migration/35     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1915     [.] 0x00007fc92d052416
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  ksoftirqd/24     [kernel.kallsyms]  [k] scsi_decide_disposition
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x0000000000094ff7
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] send_call_function_single_ipi
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_exec_single
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sigprocmask
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] pgd_none
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] arch_local_save_flags
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] vm_normal_page
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] remove_vm_area
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.00%     0.00%  java             [JIT] tid 2221     [.] 0x00007fef9943b1fd
     0.00%     0.00%  communication t  [JIT] tid 1747     [.] 0x00007f9ea588ddc0
     0.00%     0.00%  kworker/dying    [kernel.kallsyms]  [k] put_files_struct
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] __wake_up
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] __wake_up_common
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] autoremove_wake_function
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] default_wake_function
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] ep_poll_callback
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] sock_def_readable
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] update_vsyscall
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] timekeeping_update
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] wb_update_bandwidth
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] wb_update_bandwidth_workfn
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __kmalloc
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __getblk_gfp
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __getblk_slow
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] __x64_sys_utimensat
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] do_utimes
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] ext4_dirty_inode
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] ext4_get_inode_loc
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] ext4_setattr
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] notify_change
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] pagecache_get_page
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] vfs_utimes
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  kworker/27:2-ev  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] sock_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] __x64_sys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] ksys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] new_sync_write
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] sock_write_iter
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] vfs_write
     0.00%     0.00%  migration/11     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_ut_status_exit
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] balance_rt
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] usb_control_msg
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d18a0daa
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 1448     [.] 0x00007fcbc92169bb
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] wb_timer_fn
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] vm_normal_page
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] PageHuge
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] __seccomp_filter_orphan
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] str2hashbuf_signed
     0.00%     0.00%  Sampler Reader   [JIT] tid 2059     [.] 0x00007f980d74d276
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] put_page
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_free
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] native_irq_return_iret
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __pte_alloc
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] pte_alloc_one
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] put_prev_task_fair
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] profile_tick
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] arch_local_save_flags
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] deactivate_task
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] do_nanosleep
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] hrtimer_run_queues
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] sd_check_events
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] intel_cpufreq_fast_switch
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cpufreq_driver_fast_switch
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000640c8d
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] pick_next_entity
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] perf_output_end
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __netif_receive_skb_core
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] __mmap
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] arch_touch_nmi_watchdog
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] pick_next_task_rt
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] should_numa_migrate_memory
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __fdget_raw
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mempool_alloc_slab
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  systemd-udevd    libc.so.6          [.] __close
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] cpu_stop_should_run
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] inet_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]  [k] tcp_sendmsg
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] page_not_mapped
     0.00%     0.00%  java             [kernel.kallsyms]  [k] hrtimer_cancel
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] up_write
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] psi_flags_change
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] rmap_walk
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] brk
     0.00%     0.00%  LocalJobRunner   libc.so.6          [.] 0x0000000000079055
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] dput
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] flush_tlb_func
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] vm_area_dup
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] find_vma
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] pick_next_task_rt
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] jbd2_journal_get_create_access
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __ext4_journal_get_create_access
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2059     [.] 0x00007f980d85bbe7
     0.00%     0.00%  communication t  [JIT] tid 1995     [.] 0x00007ff459024783
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] arch_local_irq_enable
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] __wake_up
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] __wake_up_common
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] autoremove_wake_function
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] default_wake_function
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] ep_poll_callback
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] sock_def_readable
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] vma_set_page_prot
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __arch_override_mprotect_pkey
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] remove_vm_area
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] vunmap_range_noflush
     0.00%     0.00%  migration/40     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] security_task_alloc
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x00000000000a7e34
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] init_once
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] file_update_time
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] generic_update_time
     0.00%     0.00%  ext4lazyinit     [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  ext4lazyinit     [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  ext4lazyinit     [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  ext4lazyinit     [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  java             [kernel.kallsyms]  [k] tsk_fork_get_node
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]  [k] handle_create
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x00000000000a7e96
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] native_load_tls
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] task_tick_fair
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1448     [.] 0x00007fcbc9561687
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] add_uevent_var
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  localfetcher#1   [JIT] tid 1915     [.] 0x00007fc92dac406c
     0.00%     0.00%  LocalJobRunner   libc.so.6          [.] read
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __vma_rb_erase
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] up_write
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] get_next_freq
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] init_once
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rcu_segcblist_accelerate
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d18c1a14
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 1817     [.] 0x00007f2369ef6b88
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] call_rcu
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] ____fput
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] __fput
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] task_work_run
     0.00%     0.00%  migration/40     [kernel.kallsyms]  [k] multi_cpu_stop
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  systemd-network  [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  systemd-network  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  VM Periodic Tas  libjvm.so          [.] 0x00000000002d70e3
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x0000000000094959
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  java             libjvm.so          [.] 0x00000000009e5e8c
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000a05a67
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000040159a
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x00000000001b2f30
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  java             [kernel.kallsyms]  [k] jbd2_journal_get_create_access
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] pick_next_entity
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] sync_regs
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] exit_sem
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] remove_vm_area
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] unlink_anon_vmas
     0.00%     0.00%  kworker/10:2-ev  [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] timekeeping_update
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] __device_attach
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] __device_attach_driver
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] __driver_probe_device
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] bus_for_each_drv
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] bus_probe_device
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] device_add
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] device_initial_probe
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] driver_probe_device
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] hub_event
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] really_probe
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] usb_generic_driver_probe
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] usb_new_device.cold
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] usb_probe_device
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] usb_set_configuration
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] futex_wait
     0.00%     0.00%  java             [kernel.kallsyms]  [k] mb_update_avg_fragment_size.isra.0
     0.00%     0.00%  java             [kernel.kallsyms]  [k] ext4_mb_check_limits
     0.00%     0.00%  java             [kernel.kallsyms]  [k] ext4_mb_complex_scan_group
     0.00%     0.00%  java             [kernel.kallsyms]  [k] ext4_mb_regular_allocator
     0.00%     0.00%  java             [kernel.kallsyms]  [k] ext4_mb_use_best_found
     0.00%     0.00%  java             [kernel.kallsyms]  [k] mb_mark_used
     0.00%     0.00%  java             [JIT] tid 1576     [.] 0x00007f9a49013ac1
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] propagate_protected_usage
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] uncharge_batch
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] arch_local_save_flags
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] scsi_test_unit_ready
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] __unix_dgram_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] ____sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] ___sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] __sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] __x64_sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] sock_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] unix_dgram_recvmsg
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __anon_vma_prepare
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] security_mmap_file
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  java             [kernel.kallsyms]  [k] start_this_handle
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] ____sys_recvmsg
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] ___sys_recvmsg
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] sock_recvmsg
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] uncharge_page
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] kthread_should_park
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] detach_if_pending
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] set_pte_vaddr
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] add_interrupt_randomness
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] __device_attach
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] bus_probe_device
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] device_add
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] device_initial_probe
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] hub_event
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]  [k] usb_new_device.cold
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] native_sched_clock
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  java             [kernel.kallsyms]  [k] cap_mmap_addr
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] set_next_buddy
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] remove_vm_area
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] memcpy_erms
     0.00%     0.00%  java             libc.so.6          [.] pthread_cond_signal
