# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 419K of event 'cycles'
# Event count (approx.): 6673411000331
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     2.52%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] page_cache_ra_unbounded
     2.51%     0.01%  java             [kernel.kallsyms]   [k] swapin_readahead
     2.51%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ondemand_readahead
     2.50%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] handle_mm_fault
     2.46%     0.25%  localfetcher#1   [kernel.kallsyms]   [k] get_page_from_freelist
     2.35%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] page_cache_async_ra
     2.25%     0.04%  LocalJobRunner   [kernel.kallsyms]   [k] add_to_page_cache_lru
     2.19%     0.16%  kswapd0          [kernel.kallsyms]   [k] shrink_page_list
     2.16%     0.24%  pool-4-thread-1  [kernel.kallsyms]   [k] __handle_mm_fault
     2.16%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] workingset_refault
     2.15%     0.01%  java             [kernel.kallsyms]   [k] __read_swap_cache_async
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] mem_cgroup_flush_stats
     2.07%     0.41%  pool-4-thread-1  [kernel.kallsyms]   [k] cgroup_rstat_flush_locked
     2.01%     0.14%  kswapd1          [kernel.kallsyms]   [k] shrink_page_list
     1.98%     1.41%  pool-4-thread-1  [kernel.kallsyms]   [k] __add_to_page_cache_locked
     1.90%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_da_write_end
     1.87%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] generic_write_end
     1.85%     0.14%  localfetcher#1   [kernel.kallsyms]   [k] add_to_page_cache_lru
     1.83%     0.00%  swapper          [kernel.kallsyms]   [k] arch_call_rest_init
     1.83%     0.00%  swapper          [kernel.kallsyms]   [k] rest_init
     1.83%     0.00%  swapper          [kernel.kallsyms]   [k] start_kernel
     1.83%     0.00%  swapper          [kernel.kallsyms]   [k] x86_64_start_kernel
     1.83%     0.00%  swapper          [kernel.kallsyms]   [k] x86_64_start_reservations
     1.80%     0.02%  LocalJobRunner   [kernel.kallsyms]   [k] workingset_refault
     1.80%     1.77%  localfetcher#1   [kernel.kallsyms]   [k] clear_page_erms
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] cgroup_rstat_flush_irqsafe
     1.72%     0.04%  java             [kernel.kallsyms]   [k] workingset_refault
     1.68%     0.01%  localfetcher#1   [kernel.kallsyms]   [k] alloc_pages
     1.65%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __page_cache_alloc
     1.62%     1.61%  java             [kernel.kallsyms]   [k] up_read
     1.62%     1.61%  java             [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     1.56%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] mem_cgroup_flush_stats
     1.54%     1.53%  pool-4-thread-1  [kernel.kallsyms]   [k] mem_cgroup_css_rstat_flush
     1.47%     0.00%  java             [kernel.kallsyms]   [k] mem_cgroup_flush_stats
     1.46%     0.00%  java             [kernel.kallsyms]   [k] cgroup_rstat_flush_irqsafe
     1.44%     0.25%  LocalJobRunner   [kernel.kallsyms]   [k] cgroup_rstat_flush_locked
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_file_read_iter
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] __x64_sys_read
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ksys_read
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] vfs_read
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] generic_file_read_iter
     1.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] new_sync_read
     1.43%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] filemap_read
     1.39%     0.04%  pool-4-thread-1  [kernel.kallsyms]   [k] __mark_inode_dirty
     1.34%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_dirty_inode
     1.34%     0.88%  localfetcher#1   [kernel.kallsyms]   [k] __add_to_page_cache_locked
     1.34%     0.02%  localfetcher#1   [kernel.kallsyms]   [k] alloc_pages_vma
     1.33%     0.02%  java             [kernel.kallsyms]   [k] __alloc_pages
     1.32%     0.25%  java             [kernel.kallsyms]   [k] cgroup_rstat_flush_locked
     1.32%     1.32%  pool-4-thread-1  [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     1.32%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] page_cache_ra_unbounded
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ksys_write
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] __x64_sys_write
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] vfs_write
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] new_sync_write
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_file_write_iter
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_buffered_write_iter
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] generic_perform_write
     1.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] filemap_get_pages
     1.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ondemand_readahead
     1.30%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] page_cache_async_ra
     1.30%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] do_swap_page
     1.30%     0.01%  java             [kernel.kallsyms]   [k] entry_SYSCALL_64_after_hwframe
     1.28%     0.01%  java             [kernel.kallsyms]   [k] do_syscall_64
     1.27%     0.00%  java             [kernel.kallsyms]   [k] alloc_pages_vma
     1.24%     0.05%  pool-4-thread-1  [kernel.kallsyms]   [k] __alloc_pages
     1.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] swapin_readahead
     1.19%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] alloc_pages
     1.16%     0.10%  localfetcher#1   [kernel.kallsyms]   [k] __mem_cgroup_charge
     1.14%     1.13%  LocalJobRunner   [kernel.kallsyms]   [k] mem_cgroup_css_rstat_flush
     1.14%     0.16%  pool-4-thread-1  [kernel.kallsyms]   [k] get_page_from_freelist
     1.13%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] __read_swap_cache_async
     1.04%     0.00%  java             [kernel.kallsyms]   [k] __alloc_pages_slowpath.constprop.0
     1.00%     1.00%  java             [kernel.kallsyms]   [k] mem_cgroup_css_rstat_flush
     0.98%     0.58%  java             [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.93%     0.00%  java             [kernel.kallsyms]   [k] try_to_free_pages
     0.93%     0.00%  java             [kernel.kallsyms]   [k] do_try_to_free_pages
     0.93%     0.00%  java             [kernel.kallsyms]   [k] shrink_node
     0.93%     0.01%  java             [kernel.kallsyms]   [k] find_vma
     0.92%     0.91%  java             [kernel.kallsyms]   [k] vmacache_find
     0.92%     0.00%  java             [kernel.kallsyms]   [k] shrink_lruvec
     0.92%     0.02%  java             [kernel.kallsyms]   [k] asm_sysvec_call_function
     0.90%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] __alloc_pages
     0.90%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_block_write_begin
     0.89%     0.40%  java             [kernel.kallsyms]   [k] _raw_spin_lock
     0.87%     0.28%  localfetcher#1   [kernel.kallsyms]   [k] charge_memcg
     0.82%     0.12%  pool-4-thread-1  [kernel.kallsyms]   [k] balance_dirty_pages_ratelimited
     0.82%     0.05%  java             [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.81%     0.06%  java             [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     0.77%     0.77%  java             [kernel.kallsyms]   [k] sync_regs
     0.76%     0.25%  java             [kernel.kallsyms]   [k] __count_memcg_events
     0.75%     0.01%  java             [kernel.kallsyms]   [k] sysvec_call_function
     0.74%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] alloc_pages
     0.74%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] do_swap_page
     0.72%     0.72%  swapper          [unknown]           [.] 0000000000000000
     0.70%     0.70%  pool-4-thread-1  [kernel.kallsyms]   [k] clear_page_erms
     0.68%     0.68%  LocalJobRunner   [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.68%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] swapin_readahead
     0.68%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] __ext4_mark_inode_dirty
     0.67%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] balance_dirty_pages
     0.67%     0.67%  localfetcher#1   [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.67%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] mem_cgroup_wb_stats
     0.66%     0.17%  pool-4-thread-1  [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.65%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __alloc_pages_slowpath.constprop.0
     0.64%     0.01%  java             [kernel.kallsyms]   [k] __sysvec_call_function
     0.64%     0.00%  java             [kernel.kallsyms]   [k] __x64_sys_sched_yield
     0.62%     0.00%  java             [kernel.kallsyms]   [k] generic_smp_call_function_single_interrupt
     0.62%     0.00%  VM Thread        [kernel.kallsyms]   [k] asm_exc_page_fault
     0.62%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __read_swap_cache_async
     0.61%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_da_write_begin
     0.61%     0.02%  java             [kernel.kallsyms]   [k] do_sched_yield
     0.60%     0.00%  VM Thread        [kernel.kallsyms]   [k] exc_page_fault
     0.59%     0.00%  java             [kernel.kallsyms]   [k] asm_sysvec_apic_timer_interrupt
     0.59%     0.00%  java             [kernel.kallsyms]   [k] syscall_exit_to_user_mode
     0.58%     0.00%  VM Thread        [kernel.kallsyms]   [k] do_user_addr_fault
     0.58%     0.57%  LocalJobRunner   [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     0.58%     0.55%  pool-4-thread-1  [kernel.kallsyms]   [k] _raw_spin_lock
     0.58%     0.00%  java             [kernel.kallsyms]   [k] sysvec_apic_timer_interrupt
     0.57%     0.00%  VM Thread        [kernel.kallsyms]   [k] handle_mm_fault
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] do_syscall_64
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] entry_SYSCALL_64_after_hwframe
     0.57%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] workingset_refault
     0.57%     0.01%  java             [kernel.kallsyms]   [k] schedule
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] __x64_sys_write
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] ext4_buffered_write_iter
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] ext4_file_write_iter
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] ksys_write
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] new_sync_write
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] vfs_write
     0.57%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] generic_perform_write
     0.57%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] asm_exc_page_fault
     0.57%     0.03%  kswapd0          [kernel.kallsyms]   [k] shrink_active_list
     0.56%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] mem_cgroup_flush_stats
     0.56%     0.51%  kswapd0          [kernel.kallsyms]   [k] isolate_lru_pages
     0.56%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] cgroup_rstat_flush_irqsafe
     0.56%     0.04%  java             [kernel.kallsyms]   [k] migrate_misplaced_page
     0.56%     0.03%  VM Thread        [kernel.kallsyms]   [k] __handle_mm_fault
     0.55%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] __alloc_pages_slowpath.constprop.0
     0.55%     0.10%  java             [kernel.kallsyms]   [k] __schedule
     0.55%     0.55%  pool-4-thread-1  [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.55%     0.18%  java             [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.54%     0.05%  localfetcher#1   [kernel.kallsyms]   [k] lru_cache_add
     0.54%     0.00%  kswapd0          [kernel.kallsyms]   [k] rmap_walk
     0.52%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] pagecache_get_page
     0.52%     0.00%  java             [kernel.kallsyms]   [k] arch_do_signal_or_restart
     0.52%     0.00%  java             [kernel.kallsyms]   [k] get_signal
     0.52%     0.00%  java             [kernel.kallsyms]   [k] do_exit
     0.52%     0.00%  java             [kernel.kallsyms]   [k] do_group_exit
     0.52%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] exc_page_fault
     0.52%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] grab_cache_page_write_begin
     0.52%     0.00%  java             [kernel.kallsyms]   [k] exit_mmap
     0.52%     0.00%  java             [kernel.kallsyms]   [k] mmput
     0.52%     0.00%  java             [kernel.kallsyms]   [k] unmap_single_vma
     0.52%     0.00%  java             [kernel.kallsyms]   [k] unmap_vmas
     0.51%     0.10%  java             [kernel.kallsyms]   [k] unmap_page_range
     0.51%     0.00%  kswapd0          [kernel.kallsyms]   [k] arch_tlbbatch_flush
     0.50%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] do_user_addr_fault
     0.50%     0.01%  kswapd0          [kernel.kallsyms]   [k] native_flush_tlb_multi
     0.50%     0.08%  localfetcher#1   [kernel.kallsyms]   [k] cgroup_rstat_flush_locked
     0.50%     0.02%  kswapd1          [kernel.kallsyms]   [k] shrink_active_list
     0.50%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] try_to_free_pages
     0.50%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] do_try_to_free_pages
     0.49%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] shrink_node
     0.49%     0.18%  java             [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.49%     0.00%  kcompactd1       [kernel.kallsyms]   [k] kcompactd
     0.49%     0.00%  kcompactd1       [kernel.kallsyms]   [k] kthread
     0.49%     0.00%  kcompactd1       [kernel.kallsyms]   [k] ret_from_fork
     0.49%     0.00%  kcompactd1       [kernel.kallsyms]   [k] compact_zone
     0.49%     0.00%  kcompactd1       [kernel.kallsyms]   [k] proactive_compact_node
     0.49%     0.03%  kswapd0          [kernel.kallsyms]   [k] page_referenced
     0.49%     0.00%  kswapd0          [kernel.kallsyms]   [k] try_to_unmap_flush_dirty
     0.48%     0.15%  localfetcher#1   [kernel.kallsyms]   [k] __pagevec_lru_add
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] asm_sysvec_apic_timer_interrupt
     0.48%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] kthread
     0.48%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ret_from_fork
     0.48%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] worker_thread
     0.48%     0.00%  kswapd0          [kernel.kallsyms]   [k] on_each_cpu_cond_mask
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] sysvec_apic_timer_interrupt
     0.48%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_end_io_rsv_work
     0.48%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] process_one_work
     0.48%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] handle_mm_fault
     0.47%     0.00%  kswapd1          [kernel.kallsyms]   [k] rmap_walk
     0.47%     0.06%  pool-4-thread-1  [kernel.kallsyms]   [k] __block_commit_write.constprop.0.isra.0
     0.47%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] __page_cache_alloc
     0.47%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_release_io_end
     0.47%     0.01%  kcompactd1       [kernel.kallsyms]   [k] migrate_pages
     0.47%     0.08%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_finish_bio
     0.46%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __do_munmap
     0.46%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __vm_munmap
     0.46%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __x64_sys_munmap
     0.46%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     0.46%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] unmap_region
     0.46%     0.02%  kswapd0          [kernel.kallsyms]   [k] rmap_walk_anon
     0.45%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] migrate_misplaced_page
     0.44%     0.00%  kswapd1          [kernel.kallsyms]   [k] arch_tlbbatch_flush
     0.44%     0.01%  kswapd1          [kernel.kallsyms]   [k] native_flush_tlb_multi
     0.44%     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] asm_exc_page_fault
     0.44%     0.00%  VM Thread        [kernel.kallsyms]   [k] do_swap_page
     0.44%     0.09%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_da_get_block_prep
     0.44%     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] exc_page_fault
     0.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] task_work_run
     0.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] task_numa_work
     0.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] change_prot_numa
     0.44%     0.03%  java             [kernel.kallsyms]   [k] migrate_pages
     0.43%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] __ext4_journal_start_sb
     0.43%     0.06%  localfetcher#1   [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.43%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] shrink_lruvec
     0.43%     0.00%  kswapd1          [kernel.kallsyms]   [k] try_to_unmap_flush_dirty
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] try_to_free_pages
     0.43%     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] do_user_addr_fault
     0.43%     0.39%  kswapd0          [kernel.kallsyms]   [k] smp_call_function_many_cond
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] shrink_node
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] do_try_to_free_pages
     0.43%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] irqentry_exit
     0.42%     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] handle_mm_fault
     0.42%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] irqentry_exit_to_user_mode
     0.42%     0.00%  kswapd1          [kernel.kallsyms]   [k] on_each_cpu_cond_mask
     0.42%     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] __handle_mm_fault
     0.42%     0.15%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_mark_iloc_dirty
     0.42%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     0.41%     0.00%  VM Thread        [kernel.kallsyms]   [k] swapin_readahead
     0.41%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] task_work_run
     0.41%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] change_prot_numa
     0.41%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] task_numa_work
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]   [k] kthread
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]   [k] ret_from_fork
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]   [k] kcompactd
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]   [k] compact_zone
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]   [k] proactive_compact_node
     0.41%     0.01%  java             [kernel.kallsyms]   [k] __sysvec_apic_timer_interrupt
     0.40%     0.06%  LocalJobRunner   [kernel.kallsyms]   [k] __handle_mm_fault
     0.40%     0.40%  localfetcher#1   [kernel.kallsyms]   [k] mem_cgroup_css_rstat_flush
     0.40%     0.03%  LocalJobRunner   [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.40%     0.05%  pool-4-thread-1  [kernel.kallsyms]   [k] mark_buffer_dirty
     0.40%     0.02%  kswapd1          [kernel.kallsyms]   [k] page_referenced
     0.40%     0.01%  java             [kernel.kallsyms]   [k] hrtimer_interrupt
     0.40%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] jbd2__journal_start
     0.40%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] kthread
     0.40%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] ret_from_fork
     0.40%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] worker_thread
     0.40%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] process_one_work
     0.40%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] wb_workfn
     0.40%     0.04%  LocalJobRunner   [kernel.kallsyms]   [k] get_page_from_freelist
     0.39%     0.07%  pool-4-thread-1  [kernel.kallsyms]   [k] migrate_pages
     0.39%     0.00%  kworker/u98:1-w  [kernel.kallsyms]   [k] wb_writeback
