# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles'
# Event count (approx.): 2197247760119
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] mem_cgroup_from_task
     0.00%     0.00%  migration/36     [kernel.kallsyms]   [k] multi_cpu_stop
     0.00%     0.00%  migration/36     [kernel.kallsyms]   [k] cpu_stopper_thread
     0.00%     0.00%  migration/36     [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  migration/36     [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  migration/36     [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] deactivate_task
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] file_free_rcu
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __x64_sys_close
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] free_unref_page_list
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] release_pages
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] tlb_flush_mmu
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] path_put
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __fprop_inc_percpu_max
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __unqueue_futex
     0.00%     0.00%  migration/0      [kernel.kallsyms]   [k] set_task_cpu
     0.00%     0.00%  migration/0      [kernel.kallsyms]   [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/0      [kernel.kallsyms]   [k] migrate_swap_stop
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] psi_task_change
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __x64_sys_unlink
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] delete_from_page_cache
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] do_unlinkat
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] shmem_evict_inode
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] shmem_undo_range
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] truncate_inode_page
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] nvme_submit_cmd
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] calc_global_load_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] dma_direct_unmap_sg
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] dma_unmap_sg_attrs
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] skb_release_data
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] fscrypt_set_bio_crypt_ctx_bh
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] update_min_vruntime
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __irqentry_text_start
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] page_cache_delete
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] kfree
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] inet_recvmsg
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] udp_recvmsg
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] migrate_task_rq_fair
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] activate_task
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] attach_task
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] page_vma_mapped_walk
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] try_to_migrate_one
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] do_epoll_ctl
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __x64_sys_epoll_ctl
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] sched_clock_cpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __kmalloc_node_track_caller
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __netif_receive_skb
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __napi_poll
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __bio_add_page
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] epi_rcu_free
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __x64_sys_fadvise64
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] force_page_cache_ra
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] generic_fadvise
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ksys_fadvise64_64
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] kmem_cache_alloc
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] bio_alloc_bioset
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] mempool_alloc_slab
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] native_write_msr
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] memset_erms
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __virt_addr_valid
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] activate_task
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] attach_task
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] do_page_add_anon_rmap
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] page_add_anon_rmap
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] cpuidle_reflect
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] queued_spin_unlock
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] set_next_entity
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] dec_zone_page_state
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] expected_page_refs
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __wake_up
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] stop_this_handle
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] setup_object.isra.0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] save_fpregs_to_fpstate
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] current_time
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] should_numa_migrate_memory
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __kmalloc_node
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] memcg_alloc_page_obj_cgroups
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] tsc_verify_tsc_adjust
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] vfs_getattr_nosec
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] propagate_protected_usage
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] arch_cpu_idle_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] tick_nohz_tick_stopped
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] wait_on_page_bit
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] wait_on_page_writeback
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] crc32c_pcl_intel_update
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] rcu_irq_exit
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] irqentry_enter
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_es_can_be_merged.isra.0
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] run_timer_softirq
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] menu_reflect
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] update_cfs_group
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] nvme_process_cq
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] __common_interrupt
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] asm_common_interrupt
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] common_interrupt
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] handle_edge_irq
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] handle_irq_event
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] nvme_irq
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] pmd_page_vaddr
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] cpus_share_cache
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __slab_free
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] timekeeping_advance
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] update_wall_time
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] journal_submit_commit_record.part.0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __alloc_pages
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] check_stack_object
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] refill_obj_stock
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] obj_cgroup_uncharge
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] idle_cpu
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] putname
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] timer_clear_idle
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] arch_local_irq_enable
     0.00%     0.00%  perf             [kernel.kallsyms]   [k] nmi_restore
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] update_numa_stats
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] sbitmap_get
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] process_one_work
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]   [k] worker_thread
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] page_counter_cancel
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] page_counter_uncharge
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] netif_rx
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] netif_rx_internal
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] futex_wait
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] update_rq_clock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] skb_free_head
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] alloc_misplaced_dst_page
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] rmqueue_bulk
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] x86_pmu_disable
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] bio_endio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] blk_mq_end_request
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] blk_update_request
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] ext4_end_bio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] ext4_finish_bio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] handle_irq_event
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] nvme_complete_rq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] nvme_irq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] nvme_pci_complete_rq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] nvme_process_cq
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] blkcg_rstat_flush
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] tick_nohz_next_event
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] blk_flush_complete_seq
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] complete
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] flush_end_io
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] submit_bio_wait_endio
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] swake_up_locked
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.00%     0.00%  postgres         libc.so.6           [.] 0x0000000000094f5e
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] _raw_read_lock_irqsave
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ep_poll_callback
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] sock_def_write_space
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] sock_wfree
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] lock_page_lruvec_irq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __switch_to
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] mutex_lock
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] get_random_u32
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] load_new_mm_cr3
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_reserve_inode_write
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] psi_group_change
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] __schedule
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] psi_task_switch
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] schedule
     0.00%     0.00%  migration/4      [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] nvme_setup_rw
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] pick_next_task_rt
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] __schedule
     0.00%     0.00%  migration/44     [kernel.kallsyms]   [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] _find_next_bit
     0.00%     0.00%  postgres         postgres            [.] GetCachedPlan
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __cgroup_account_cputime_field
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __skb_datagram_iter
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] simple_copy_to_iter
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] skb_copy_datagram_iter
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] unix_stream_read_actor
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __bio_try_merge_page
     0.00%     0.00%  migration/15     [kernel.kallsyms]   [k] multi_cpu_stop
     0.00%     0.00%  migration/15     [kernel.kallsyms]   [k] cpu_stopper_thread
     0.00%     0.00%  migration/15     [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  migration/15     [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  migration/15     [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] close_fd
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] filp_close
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] rcu_sched_clock_irq
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] fsverity_file_open
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_claim_free_clusters
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_da_reserve_space
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] __run_timers.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] call_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] process_timeout
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] can_migrate_task
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] drain_obj_stock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] refill_obj_stock
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] pte_alloc_one
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] rcu_eqs_exit.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] rcu_idle_exit
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] xas_clear_mark
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] intel_idle
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] dput
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __ip_append_data
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] apparmor_inode_getattr
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] cpumask_next_and
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __xa_set_mark
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] arch_scale_freq_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] update_cfs_group
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] hash_futex
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __pagevec_release
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] local_touch_nmi
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] note_interrupt
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] alloc_fd
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] kthread_is_per_cpu
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] put_prev_entity
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] stop_two_cpus
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] apparmor_file_permission
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] pick_next_entity
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_update_bh_state
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] unix_poll
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] remove_entity_load_avg
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] flush_end_io
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ptep_clear_flush
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __mem_cgroup_uncharge
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] uncharge_batch
     0.00%     0.00%  perf             [kernel.kallsyms]   [k] syscall_exit_to_user_mode
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __sbitmap_queue_get
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] native_sched_clock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __put_page
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] process_one_work
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  kworker/34:1H-k  [kernel.kallsyms]   [k] worker_thread
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] __slab_free
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] rcu_core
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/41     [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] __rq_qos_done_bio
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __get_user_nocheck_4
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] __slab_free
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __fdget_pos
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] mod_objcg_state
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] raw_spin_rq_lock_nested
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] obj_cgroup_uncharge
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] skb_free_head
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] set_task_cpu
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] cpu_stopper_thread
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] kthread
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] migrate_swap_stop
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] multi_cpu_stop
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] ret_from_fork
     0.00%     0.00%  migration/2      [kernel.kallsyms]   [k] smpboot_thread_fn
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] vmacache_find
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] find_vma
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_getattr
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] ext4_file_getattr
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] __getblk_gfp
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] __getblk_slow
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] add_to_page_cache_lru
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] jbd2_journal_get_descriptor_buffer
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]   [k] pagecache_get_page
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] wake_q_add
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] free_fair_sched_group
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] sched_free_group_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] blk_mq_free_request
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] apparmor_file_alloc_security
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]   [k] import_single_range
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __brelse
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] __update_idle_core
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] clear_page_erms
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] ___slab_alloc
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] __alloc_pages
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] __kmalloc
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] alloc_pages
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]   [k] new_slab
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] napi_schedule_prep
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] __common_interrupt
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] __handle_irq_event_percpu
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] __tcp_push_pending_frames
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] __x64_sys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] asm_common_interrupt
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] common_interrupt
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] do_syscall_64
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] handle_edge_irq
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] handle_irq_event
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] i40e_msix_clean_rings
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] inet_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] ksys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] lock_timer_base
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] mod_timer
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] new_sync_write
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] sk_reset_timer
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] sock_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] sock_write_iter
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_event_new_data_sent
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_push
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_rearm_rto
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_sendmsg_locked
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] tcp_write_xmit
     0.00%     0.00%  sshd             [kernel.kallsyms]   [k] vfs_write
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] try_to_unlazy
     0.00%     0.00%  swapper          [kernel.kallsyms]   [k] irq_work_tick
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] native_apic_msr_eoi_write
     0.00%     0.00%  postgres         [kernel.kallsyms]   [k] cpumask_next
