# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 266K of event 'cycles'
# Event count (approx.): 5333163077093
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] put_prev_task_fair
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]                   [k] __test_set_page_writeback
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/u98:0-f  [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ktime_get
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __kmalloc
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-144       [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-144       [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-144       [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  Thread-20        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]                   [k] __bio_try_merge_page
     0.00%     0.00%  Thread-18        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]                   [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]                   [k] pagevec_lookup_range_tag
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-152    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-152    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] lzma_main
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] __do_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] __handle_mm_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] do_page_cache_ra
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] filemap_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_cache_get
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_get_datablock
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_read_data
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_readpage
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_readpage_block
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] squashfs_xz_uncompress
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] xz_dec_lzma2_run
     0.00%     0.00%  snapd            [kernel.kallsyms]                   [k] xz_dec_run
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] reweight_entity
     0.00%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  kworker/38:1-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] wbt_issue
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  Thread-45        [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-20        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] wbt_data_dir
     0.00%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  Thread-31        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  Thread-49        [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] migrate_enable
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  kworker/36:2-mm  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/36:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/36:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  Thread-68        [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Thread-139       [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] load_new_mm_cr3
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __unfreeze_partials
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] put_cpu_partial
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_nonda_switch
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] up_read
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] raw_local_deliver
     0.00%     0.00%  ReadStage-140    [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-68        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] strncpy_from_user
     0.00%     0.00%  Thread-103       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  Thread-70        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  Thread-131       [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] hrtick_update
     0.00%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  Native-Transpor  [JIT] tid 2176                      [.] 0x00007fc772a756d3
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] scheduler_tick
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] task_tick_fair
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  Thread-94        [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/43:1-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __inc_zone_page_state
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __x86_indirect_thunk_rax
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
