# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 266K of event 'cycles'
# Event count (approx.): 5333163077093
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  Thread-106       [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-106       [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  Thread-60        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-60        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  Thread-26        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] check_preempt_curr
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] pte_alloc_one
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __free_slab
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] discard_slab
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] _raw_spin_trylock
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-124       [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-124       [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-124       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-124       [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_grow_window
     0.00%     0.00%  kworker/u98:5-w  [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  Thread-64        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  Thread-7         [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] blk_flush_plug_list
