# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8046560974409
#
# Children      Self  Command          Shared Object             Symbol                                             
# ........  ........  ...............  ........................  ...................................................
#
     4.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_node
     4.00%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit
     3.99%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     3.97%     0.02%  java             [kernel.kallsyms]         [k] do_swap_page
     3.94%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_begin
     3.93%     3.92%  swapper          [kernel.kallsyms]         [k] mwait_idle_with_hints.constprop.0
     3.84%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_work_run
     3.84%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_numa_work
     3.83%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] change_prot_numa
     3.82%     3.80%  LocalJobRunner   [kernel.kallsyms]         [k] clear_page_erms
     3.81%     0.02%  kswapd0          [kernel.kallsyms]         [k] shrink_lruvec
     3.65%     0.26%  kswapd1          [kernel.kallsyms]         [k] shrink_page_list
     3.60%     0.01%  java             [kernel.kallsyms]         [k] swapin_readahead
     3.57%     3.56%  LocalJobRunner   [kernel.kallsyms]         [k] mem_cgroup_css_rstat_flush
     3.38%     3.16%  LocalJobRunner   [kernel.kallsyms]         [k] change_protection
     3.23%     0.06%  LocalJobRunner   [kernel.kallsyms]         [k] pagecache_get_page
     3.21%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] grab_cache_page_write_begin
     3.19%     0.01%  java             [kernel.kallsyms]         [k] __read_swap_cache_async
     3.03%     0.05%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_pages_vma
     2.92%     0.04%  java             [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     2.86%     0.05%  java             [kernel.kallsyms]         [k] do_syscall_64
     2.77%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_pages
     2.73%     2.71%  java             [kernel.kallsyms]         [k] down_read_trylock
     2.52%     0.04%  java             [kernel.kallsyms]         [k] workingset_refault
     2.33%     0.00%  java             [kernel.kallsyms]         [k] mem_cgroup_flush_stats
     2.32%     0.00%  java             [kernel.kallsyms]         [k] cgroup_rstat_flush_irqsafe
     2.31%     0.21%  kswapd0          [kernel.kallsyms]         [k] shrink_page_list
     2.23%     0.03%  java             [kernel.kallsyms]         [k] __x64_sys_sched_yield
     2.21%     0.00%  java             [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     2.18%     0.01%  java             [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     2.17%     0.27%  LocalJobRunner   [kernel.kallsyms]         [k] __mem_cgroup_charge
     2.15%     0.07%  java             [kernel.kallsyms]         [k] do_sched_yield
     2.10%     0.06%  java             [kernel.kallsyms]         [k] __alloc_pages
     2.07%     0.34%  java             [kernel.kallsyms]         [k] cgroup_rstat_flush_locked
     2.05%     2.05%  LocalJobRunner   [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     1.89%     1.87%  java             [kernel.kallsyms]         [k] sync_regs
     1.88%     0.01%  java             [kernel.kallsyms]         [k] move_to_new_page
     1.87%     0.00%  java             [kernel.kallsyms]         [k] migrate_page
     1.77%     0.22%  java             [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     1.75%     0.16%  java             [kernel.kallsyms]         [k] get_page_from_freelist
     1.75%     0.97%  LocalJobRunner   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     1.75%     0.00%  java             [kernel.kallsyms]         [k] rmap_walk
     1.67%     1.67%  java             [kernel.kallsyms]         [k] mem_cgroup_css_rstat_flush
     1.63%     0.03%  java             [kernel.kallsyms]         [k] schedule
     1.60%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_end
     1.60%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_misplaced_page
     1.58%     0.07%  LocalJobRunner   [kernel.kallsyms]         [k] generic_write_end
     1.58%     0.33%  java             [kernel.kallsyms]         [k] __schedule
     1.58%     0.14%  java             [kernel.kallsyms]         [k] rmap_walk_anon
     1.49%     0.59%  LocalJobRunner   [kernel.kallsyms]         [k] charge_memcg
     1.47%     1.45%  java             [kernel.kallsyms]         [k] up_read
     1.43%     0.02%  java             [kernel.kallsyms]         [k] irqentry_exit
     1.42%     0.83%  java             [kernel.kallsyms]         [k] cgroup_rstat_updated
     1.41%     0.02%  java             [kernel.kallsyms]         [k] alloc_pages_vma
     1.41%     0.02%  java             [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     1.39%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     1.39%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] do_syscall_64
     1.37%     1.35%  java             [kernel.kallsyms]         [k] clear_page_erms
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] __x64_sys_read
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] ksys_read
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] vfs_read
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] new_sync_read
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] ext4_file_read_iter
     1.34%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] generic_file_read_iter
     1.34%     0.02%  Sampler Reader   [kernel.kallsyms]         [k] filemap_read
     1.32%     0.15%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_pages
     1.32%     0.22%  LocalJobRunner   [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     1.23%     0.03%  java             [kernel.kallsyms]         [k] asm_sysvec_call_function
     1.17%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] __mark_inode_dirty
     1.17%     0.02%  kswapd1          [kernel.kallsyms]         [k] rmap_walk
     1.16%     0.85%  Sampler Reader   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     1.15%     1.14%  java             [kernel.kallsyms]         [k] copy_page
     1.14%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_dirty_inode
     1.11%     0.39%  java             [kernel.kallsyms]         [k] __count_memcg_events
     1.09%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __page_cache_alloc
     1.09%     0.01%  kswapd1          [kernel.kallsyms]         [k] arch_tlbbatch_flush
     1.08%     0.00%  kswapd1          [kernel.kallsyms]         [k] try_to_unmap_flush_dirty
     1.07%     0.02%  kswapd1          [kernel.kallsyms]         [k] native_flush_tlb_multi
     1.06%     1.06%  java             [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     1.04%     0.06%  kswapd1          [kernel.kallsyms]         [k] page_referenced
     1.03%     0.02%  java             [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     1.02%     0.00%  kswapd1          [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     1.02%     0.00%  java             [kernel.kallsyms]         [k] try_to_migrate
     1.02%     0.11%  LocalJobRunner   [kernel.kallsyms]         [k] balance_dirty_pages_ratelimited
     1.01%     0.01%  java             [kernel.kallsyms]         [k] sysvec_call_function
     1.01%     0.01%  VM Thread        [kernel.kallsyms]         [k] asm_exc_page_fault
     1.01%     0.02%  java             [kernel.kallsyms]         [k] hrtimer_interrupt
     1.01%     0.08%  kswapd1          [kernel.kallsyms]         [k] rmap_walk_anon
     0.99%     0.08%  LocalJobRunner   [kernel.kallsyms]         [k] lru_cache_add
     0.98%     0.00%  java             [kernel.kallsyms]         [k] task_work_run
     0.98%     0.00%  java             [kernel.kallsyms]         [k] task_numa_work
     0.98%     0.00%  java             [kernel.kallsyms]         [k] change_prot_numa
     0.97%     0.95%  LocalJobRunner   [kernel.kallsyms]         [k] sync_regs
     0.96%     0.12%  LocalJobRunner   [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.94%     0.01%  VM Thread        [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.93%     0.01%  VM Thread        [kernel.kallsyms]         [k] do_syscall_64
     0.92%     0.01%  VM Thread        [kernel.kallsyms]         [k] exc_page_fault
     0.90%     0.90%  LocalJobRunner   libc.so.6                 [.] 0x00000000001b2eae
     0.89%     0.32%  LocalJobRunner   [kernel.kallsyms]         [k] __pagevec_lru_add
     0.89%     0.01%  java             [kernel.kallsyms]         [k] __sysvec_call_function
     0.89%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] balance_dirty_pages
     0.88%     0.01%  VM Thread        [kernel.kallsyms]         [k] do_user_addr_fault
     0.88%     0.00%  java             [kernel.kallsyms]         [k] generic_smp_call_function_single_interrupt
     0.88%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] mem_cgroup_wb_stats
     0.87%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.87%     0.73%  kswapd1          [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.86%     0.80%  java             [kernel.kallsyms]         [k] change_protection
     0.86%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __alloc_pages_slowpath.constprop.0
     0.85%     0.02%  java             [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.85%     0.73%  LocalJobRunner   [kernel.kallsyms]         [k] _raw_spin_lock
     0.85%     0.02%  VM Thread        [kernel.kallsyms]         [k] handle_mm_fault
     0.82%     0.70%  java             [kernel.kallsyms]         [k] _raw_spin_lock
     0.81%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] try_to_free_pages
     0.81%     0.17%  java             [kernel.kallsyms]         [k] try_to_migrate_one
     0.81%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] do_try_to_free_pages
     0.81%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] shrink_node
     0.79%     0.01%  kswapd0          [kernel.kallsyms]         [k] rmap_walk
     0.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] page_cache_sync_ra
     0.78%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] shrink_lruvec
     0.78%     0.09%  VM Thread        [kernel.kallsyms]         [k] __handle_mm_fault
     0.75%     0.04%  kswapd0          [kernel.kallsyms]         [k] page_referenced
     0.74%     0.29%  java             [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.73%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_timer
     0.72%     0.15%  java             [kernel.kallsyms]         [k] update_curr
     0.71%     0.03%  kswapd1          [kernel.kallsyms]         [k] shrink_active_list
     0.70%     0.01%  java             [kernel.kallsyms]         [k] migrate_page_copy
     0.69%     0.04%  java             [kernel.kallsyms]         [k] find_vma
     0.69%     0.00%  java             [kernel.kallsyms]         [k] alloc_misplaced_dst_page
     0.69%     0.00%  java             [kernel.kallsyms]         [k] __put_page
     0.69%     0.11%  java             [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.69%     0.08%  java             [kernel.kallsyms]         [k] migrate_page_states
     0.68%     0.06%  java             [kernel.kallsyms]         [k] update_process_times
     0.68%     0.27%  java             [kernel.kallsyms]         [k] flush_smp_call_function_queue
     0.68%     0.60%  kswapd1          [kernel.kallsyms]         [k] isolate_lru_pages
     0.67%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_handle
     0.67%     0.66%  java             [kernel.kallsyms]         [k] vmacache_find
     0.67%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_block_write_begin
     0.67%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] exc_page_fault
     0.66%     0.05%  java             [kernel.kallsyms]         [k] yield_task_fair
     0.63%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] lru_cache_add_inactive_or_unevictable
     0.62%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __x64_sys_futex
     0.62%     0.48%  LocalJobRunner   [kernel.kallsyms]         [k] try_charge_memcg
     0.62%     0.26%  LocalJobRunner   [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.62%     0.14%  kswapd1          [kernel.kallsyms]         [k] page_referenced_one
     0.62%     0.62%  java             libc.so.6                 [.] 0x00000000001b2383
     0.62%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] do_user_addr_fault
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] __x64_sys_mmap
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] ksys_mmap_pgoff
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] vm_mmap_pgoff
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] do_mmap
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] mmap_region
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] __do_munmap
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_region
     0.61%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.61%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] do_futex
     0.61%     0.05%  kswapd0          [kernel.kallsyms]         [k] rmap_walk_anon
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_vmas
     0.61%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_single_vma
     0.61%     0.11%  VM Thread        [kernel.kallsyms]         [k] unmap_page_range
     0.60%     0.10%  java             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.60%     0.08%  java             [kernel.kallsyms]         [k] pick_next_task_fair
     0.59%     0.05%  java             [kernel.kallsyms]         [k] isolate_lru_page
     0.59%     0.04%  java             [kernel.kallsyms]         [k] mem_cgroup_migrate
     0.59%     0.52%  kswapd0          [kernel.kallsyms]         [k] isolate_lru_pages
     0.58%     0.28%  java             [kernel.kallsyms]         [k] numa_migrate_prep
     0.58%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.57%     0.21%  kswapd1          [kernel.kallsyms]         [k] move_pages_to_lru
     0.57%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] do_swap_page
     0.57%     0.50%  LocalJobRunner   [kernel.kallsyms]         [k] rmqueue_bulk
     0.57%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] hrtimer_interrupt
     0.54%     0.45%  LocalJobRunner   [kernel.kallsyms]         [k] get_mem_cgroup_from_mm
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] move_to_new_page
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_page
     0.52%     0.02%  kswapd0          [kernel.kallsyms]         [k] shrink_active_list
     0.52%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] handle_mm_fault
     0.52%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] swapin_readahead
     0.50%     0.17%  LocalJobRunner   [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.50%     0.00%  java             [kernel.kallsyms]         [k] __mem_cgroup_uncharge
     0.50%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] __mod_lruvec_state
     0.49%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.49%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] lru_note_cost
     0.49%     0.22%  java             [kernel.kallsyms]         [k] charge_memcg
     0.49%     0.46%  java             [kernel.kallsyms]         [k] page_vma_mapped_walk
     0.49%     0.44%  java             [kernel.kallsyms]         [k] page_counter_charge
     0.48%     0.05%  Sampler Reader   [kernel.kallsyms]         [k] __handle_mm_fault
     0.48%     0.01%  java             [kernel.kallsyms]         [k] scheduler_tick
     0.47%     0.46%  java             [kernel.kallsyms]         [k] task_numa_fault
     0.47%     0.44%  LocalJobRunner   [kernel.kallsyms]         [k] __ptep_modify_prot_start
     0.46%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] worker_thread
     0.46%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] kthread
     0.46%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ret_from_fork
     0.46%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __read_swap_cache_async
     0.46%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] process_one_work
     0.46%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_end_io_rsv_work
     0.46%     0.16%  java             [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.45%     0.11%  kswapd0          [kernel.kallsyms]         [k] page_referenced_one
     0.45%     0.05%  java             [kernel.kallsyms]         [k] uncharge_batch
     0.45%     0.15%  kswapd0          [kernel.kallsyms]         [k] move_pages_to_lru
     0.45%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_release_io_end
     0.45%     0.11%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_finish_bio
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kthread
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]         [k] ret_from_fork
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kcompactd
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]         [k] compact_zone
     0.43%     0.00%  kcompactd0       [kernel.kallsyms]         [k] proactive_compact_node
     0.43%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] tick_sched_timer
     0.43%     0.04%  java             [kernel.kallsyms]         [k] remove_migration_pte
     0.42%     0.00%  kcompactd0       [kernel.kallsyms]         [k] migrate_pages
     0.42%     0.18%  LocalJobRunner   [kernel.kallsyms]         [k] __count_memcg_events
     0.41%     0.00%  VM Thread        [kernel.kallsyms]         [k] tlb_flush_mmu
     0.41%     0.32%  java             [kernel.kallsyms]         [k] error_entry
     0.41%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] update_process_times
     0.41%     0.20%  java             [kernel.kallsyms]         [k] flush_tlb_func
     0.41%     0.01%  java             [kernel.kallsyms]         [k] page_counter_uncharge
     0.40%     0.04%  java             [kernel.kallsyms]         [k] lock_page_lruvec_irq
     0.40%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] tick_sched_handle
     0.40%     0.01%  java             [kernel.kallsyms]         [k] syscall_exit_to_user_mode
     0.40%     0.35%  kswapd1          [kernel.kallsyms]         [k] page_vma_mapped_walk
     0.40%     0.04%  java             [kernel.kallsyms]         [k] switch_fpu_return
     0.39%     0.00%  kswapd0          [kernel.kallsyms]         [k] arch_tlbbatch_flush
     0.39%     0.01%  kswapd0          [kernel.kallsyms]         [k] native_flush_tlb_multi
     0.38%     0.05%  LocalJobRunner   [kernel.kallsyms]         [k] __block_commit_write.constprop.0.isra.0
     0.38%     0.14%  java             [kernel.kallsyms]         [k] __pagevec_lru_add
     0.38%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] rmap_walk
     0.38%     0.00%  VM Thread        [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.37%     0.33%  java             [kernel.kallsyms]         [k] page_counter_cancel
     0.37%     0.00%  kswapd0          [kernel.kallsyms]         [k] try_to_unmap_flush_dirty
     0.37%     0.05%  VM Thread        [kernel.kallsyms]         [k] release_pages
     0.37%     0.00%  kswapd0          [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     0.37%     0.04%  java             [kernel.kallsyms]         [k] lru_cache_add
     0.36%     0.00%  kswapd1          [kernel.kallsyms]         [k] add_to_swap
     0.36%     0.36%  java             [kernel.kallsyms]         [k] __restore_fpregs_from_fpstate
     0.35%     0.00%  VM Thread        [kernel.kallsyms]         [k] do_swap_page
     0.35%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kthread
     0.35%     0.00%  kcompactd1       [kernel.kallsyms]         [k] ret_from_fork
     0.35%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kcompactd
     0.35%     0.00%  kcompactd1       [kernel.kallsyms]         [k] compact_zone
     0.35%     0.35%  LocalJobRunner   [kernel.kallsyms]         [k] copy_page
     0.35%     0.13%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_mark_iloc_dirty
     0.34%     0.00%  kcompactd1       [kernel.kallsyms]         [k] proactive_compact_node
     0.34%     0.01%  kcompactd1       [kernel.kallsyms]         [k] migrate_pages
     0.34%     0.01%  kswapd1          [kernel.kallsyms]         [k] pageout
     0.34%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] rmap_walk_anon
     0.34%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] kthread
     0.34%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] ret_from_fork
     0.34%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] worker_thread
     0.34%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_journal_start_sb
     0.34%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] process_one_work
     0.33%     0.24%  LocalJobRunner   [kernel.kallsyms]         [k] mark_page_accessed
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] wb_workfn
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] wb_writeback
     0.33%     0.15%  java             [kernel.kallsyms]         [k] update_load_avg
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] writeback_sb_inodes
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] __writeback_single_inode
     0.33%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] do_writepages
     0.33%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] mark_buffer_dirty
     0.33%     0.03%  kworker/u97:13-  [kernel.kallsyms]         [k] ext4_writepages
     0.33%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] schedule
     0.32%     0.00%  VM Thread        [kernel.kallsyms]         [k] swapin_readahead
     0.32%     0.31%  LocalJobRunner   [kernel.kallsyms]         [k] down_read_trylock
     0.32%     0.11%  java             [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.32%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] futex_wait
     0.32%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] create_empty_buffers
     0.32%     0.00%  kswapd1          [kernel.kallsyms]         [k] swap_writepage
     0.32%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] lru_note_cost_page
     0.32%     0.27%  kswapd0          [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.31%     0.05%  LocalJobRunner   [kernel.kallsyms]         [k] __schedule
     0.31%     0.31%  LocalJobRunner   [kernel.kallsyms]         [k] __get_user_nocheck_1
