# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'cycles'
# Event count (approx.): 5321267836559
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                   [k] __rdgsbase_inactive
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] idle_cpu
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __free_one_page
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] workingset_update_node
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] iterate_groups
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] native_load_tls
     0.00%     0.00%  Native-Transpor  [JIT] tid 2165                      [.] 0x00007efce6f80b6d
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __irqentry_text_end
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  Native-Transpor  [JIT] tid 2165                      [.] 0x00007efce7155755
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] plist_add
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] send_call_function_single_ipi
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] __smp_call_single_queue
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] nvme_setup_cmd
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __calc_delta
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] psi_memstall_enter
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  CompactionExecu  [JIT] tid 2165                      [.] 0x00007efce65c6fca
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  Thread-132       [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Thread-132       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] filename_lookup
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] link_path_walk.part.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] path_lookupat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] user_path_at_empty
     0.00%     0.00%  Thread-11        [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] get_mem_cgroup_from_mm
     0.00%     0.00%  Thread-65        [kernel.kallsyms]                   [k] iterate_groups
     0.00%     0.00%  Thread-123       [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  Thread-42        [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  Thread-42        [kernel.kallsyms]                   [k] __update_idle_core
     0.00%     0.00%  Thread-42        [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  Thread-42        [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_start_plug
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] page_mapping
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __rq_qos_track
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-38     [unknown]                           [.] 0000000000000000
     0.00%     0.00%  kworker/0:3-kac  [kernel.kallsyms]                   [k] kmem_cache_alloc
     0.00%     0.00%  kworker/0:3-kac  [kernel.kallsyms]                   [k] acpi_ps_create_scope_op
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  Thread-139       [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] scheduler_tick
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] task_tick_fair
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] reweight_entity
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-125    [JIT] tid 2165                      [.] 0x00007efce61454b1
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  kworker/0:3-kac  [kernel.kallsyms]                   [k] acpi_ex_resolve_to_value
     0.00%     0.00%  kworker/0:3-kac  [kernel.kallsyms]                   [k] acpi_ds_evaluate_name_path
     0.00%     0.00%  kworker/0:3-kac  [kernel.kallsyms]                   [k] acpi_ds_exec_end_op
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] blkcg_rstat_flush
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __perf_event_header__init_id
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __set_task_comm
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] _copy_from_user
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] perf_output_copy
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __perf_event__output_id_sample
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __set_task_comm
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] bvec_free
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] bio_put
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  Thread-7         [kernel.kallsyms]                   [k] __update_idle_core
     0.00%     0.00%  Thread-7         [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] perf_output_begin
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-99     [JIT] tid 2165                      [.] 0x00007efce5000730
     0.00%     0.00%  Thread-103       [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  Thread-103       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-103       [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  Thread-100       [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] read_tsc
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] clockevents_program_event
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] hrtimer_reprogram
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] llist_add_batch
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] dma_pool_alloc
     0.00%     0.00%  Native-Transpor  [JIT] tid 2165                      [.] 0x00007efce65ca621
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] blkcg_rstat_flush
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] bio_free
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] bio_put
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] bvec_free
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] kmem_cache_free
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] timerqueue_add
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] enqueue_hrtimer
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] reweight_entity
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __sbitmap_get_word
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __blk_mq_get_tag
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __sbitmap_queue_get
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] blk_mq_get_tag
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] sbitmap_get
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] plist_del
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] blk_mq_rq_ctx_init
     0.00%     0.00%  Thread-40        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ktime_get
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] arch_local_irq_enable
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] policy_node
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] pte_alloc_one
     0.00%     0.00%  java             libjvm.so                           [.] 0x0000000000a5096c
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] clockevents_program_event
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] migrate_task_to
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] task_numa_fault
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] hrtick_update
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] timerqueue_del
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] cpu_stopper_thread
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] migration_cpu_stop
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] move_queued_task
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  migration/23     [kernel.kallsyms]                   [k] smpboot_thread_fn
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] xas_nomem
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] sbitmap_queue_clear
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] __blk_mq_free_request
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] blk_mq_free_request
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] blk_mq_put_tag
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  Thread-10        [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] llist_add_batch
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] rcu_all_qs
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] dma_pool_alloc
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] rcu_read_unlock_strict
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] __entry_text_start
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] native_irq_return_iret
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] mempool_kmalloc
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __sbitmap_get_word
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __blk_mq_get_tag
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __sbitmap_queue_get
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] blk_mq_get_tag
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] sbitmap_get
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  CompactionExecu  [JIT] tid 2165                      [.] 0x00007efce5510649
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] find_busiest_group
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] load_balance
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  CompactionExecu  [JIT] tid 2165                      [.] 0x00007efce6cbfb1e
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]                   [k] do_syscall_64
