# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 219K of event 'cycles'
# Event count (approx.): 8179031430484
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] io_schedule
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_next_event
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] uncharge_batch
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] _find_next_bit
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] page_remove_rmap
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] psi_group_change
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] _find_next_bit
     0.01%     0.01%  java             [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_nomem
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] propagate_protected_usage
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] pmd_val
     0.01%     0.00%  java             [kernel.kallsyms]  [k] pmd_page_vaddr
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] change_prot_numa
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] task_numa_work
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] task_work_run
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] update_load_avg
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] sched_setaffinity
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] unlock_page
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.00%  java             [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] PageHuge
     0.01%     0.00%  java             [kernel.kallsyms]  [k] pud_val
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%     0.00%  java             [kernel.kallsyms]  [k] handle_irq_event
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] nvme_queue_rq
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] blk_flush_plug_list
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __lock_text_start
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] xas_set_mark
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rmqueue_bulk
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] page_add_anon_rmap
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] irq_exit_rcu
     0.01%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] mempool_alloc
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __pagevec_release
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_remove_rmap
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_get_inode_loc
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] xas_start
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] __isolate_lru_page_prepare
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] enqueue_entity
     0.01%     0.01%  kworker/u97:0-e  [unknown]          [.] 0000000000000000
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] task_tick_fair
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] obj_cgroup_charge
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] schedule
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] change_protection
     0.01%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_extents
     0.01%     0.00%  java             [kernel.kallsyms]  [k] handle_edge_irq
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] __mod_zone_page_state
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] policy_node
     0.01%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] refill_obj_stock
     0.01%     0.00%  java             [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] timerqueue_add
     0.01%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] unlock_page_memcg
     0.01%     0.00%  java             [kernel.kallsyms]  [k] sugov_update_single_freq
     0.01%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] mempool_kmalloc
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] find_busiest_group
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] xas_start
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] xa_load
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.01%     0.01%  Readahead Threa  [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __blk_mq_alloc_request
     0.01%     0.00%  java             [kernel.kallsyms]  [k] nvme_irq
     0.01%     0.00%  java             [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.01%     0.00%  java             [kernel.kallsyms]  [k] nvme_process_cq
     0.01%     0.00%  java             [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] from_kprojid
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] __dma_map_sg_attrs
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] dma_map_sg_attrs
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_program_event
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __count_memcg_events
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] inc_zone_page_state
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.01%     0.00%  java             [kernel.kallsyms]  [k] __migration_entry_wait
     0.01%     0.00%  java             [kernel.kallsyms]  [k] do_swap_page
     0.01%     0.00%  java             [kernel.kallsyms]  [k] migration_entry_wait
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] __sched_setaffinity
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] _find_first_bit
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] ext4_mb_new_blocks
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __dma_map_sg_attrs
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sugov_update_single_freq
     0.01%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     0.01%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.01%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] filename_lookup
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] path_lookupat
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] dma_direct_map_sg
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] from_kuid
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] dma_map_sg_attrs
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] release_pages
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] dma_unmap_sg_attrs
     0.00%     0.00%  localfetcher#1   libc.so.6          [.] 0x00000000001b2eae
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] unlock_page_memcg
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] mempool_alloc
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] page_counter_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] wbc_account_cgroup_owner
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] arch_local_irq_enable
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] bio_alloc_bioset
     0.00%     0.00%  java             [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] free_pcp_prepare
     0.00%     0.00%  java             [kernel.kallsyms]  [k] account_user_time
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_lock_irqsave
     0.00%     0.00%  java             [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __page_cache_alloc
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] account_process_tick
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __bio_try_merge_page
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_readahead
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ps_execute_method
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] page_mapping
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.00%     0.00%  java             [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  java             [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __cond_resched
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] lru_cache_add
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ps_parse_aml
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] kmem_cache_free
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_fc_track_template
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] super_cache_count
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] scheduler_tick
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] nohz_run_idle_balance
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] native_irq_return_iret
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_kmem_state
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] put_cpu_partial
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_call_function_single
     0.00%     0.00%  java             [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] free_unref_page
     0.00%     0.00%  java             [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] nvme_unmap_data.part.0
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __blk_queue_split
     0.00%     0.00%  java             [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] xas_alloc
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] xas_load
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] fscrypt_mergeable_bio_bh
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] account_user_time
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ext4_map_blocks
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __es_tree_search.isra.0
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] from_kgid
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] mark_page_accessed
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] fprop_reflect_period_percpu.isra.0
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_page
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] move_to_new_page
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __dma_map_sg_attrs
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] end_page_writeback
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_free_request
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] pmd_pfn
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] get_partial_node.part.0
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] list_lru_add
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __set_cpus_allowed_ptr_locked
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%     0.00%  java             [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.00%     0.00%  java             [kernel.kallsyms]  [k] put_and_wait_on_page_locked
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] clockevents_program_event
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_try_to_free_pages
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] shrink_node
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] try_to_free_pages
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_from_obj
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] fscrypt_mergeable_bio
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] page_counter_uncharge
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%     0.00%  java             [kernel.kallsyms]  [k] native_irq_return_iret
     0.00%     0.00%  java             [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] arch_local_irq_enable
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_idle_exit
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] page_remove_rmap
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __inc_node_page_state
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] sg_next
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __irqentry_text_start
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __page_set_anon_rmap
     0.00%     0.00%  java             [kernel.kallsyms]  [k] blk_update_request
     0.00%     0.00%  java             [kernel.kallsyms]  [k] blk_mq_end_request
     0.00%     0.00%  java             [kernel.kallsyms]  [k] nvme_complete_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] ktime_get
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] page_mkclean
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] llist_add_batch
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] walk_component
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] __isolate_lru_page_prepare
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] rotate_reclaimable_page
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] submit_bio_checks
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] ext4_mb_regular_allocator
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] bio_add_page
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] mempool_kmalloc
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] dma_direct_map_sg
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] memcg_check_events
