# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6647396362522
#
# Children      Self  Command          Shared Object         Symbol                                                                                                                                                                     
# ........  ........  ...............  ....................  ...........................................................................................................................................................................
#
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] d_alloc
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] d_alloc_parallel
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN11Update_plan24save_explain_data_internEP11st_mem_rootP14Explain_updateb
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] cpumask_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c35f27
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] cpumask_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d57b9f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8c1e4
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK11sp_pcontext13find_variableEj
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3848a
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK9XID_STATE24check_has_uncommitted_xaEv
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] wq_worker_sleeping
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca561b
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN4Item20can_eval_in_optimizeEv
     0.00%     0.00%  tclsh8.6         libthread2.8.5.so     [.] AcquireContainer
     0.00%     0.00%  mariadbd         mariadbd              [.] my_realloc
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c4793e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c83474
     0.00%     0.00%  tclsh8.6         [vdso]                [.] 0x0000000000000788
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] cpumask_next_wrap
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000efc0e0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5a2e
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7032d
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7a2c2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9ffe1
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN19Object_creation_ctx11restore_envEP3THDPS_
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9ba79
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9ffe9
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN8Protocol24send_result_set_metadataEP4ListI4ItemEj
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9bb43
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10c98
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x000000000079307c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c4b2c5
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d26114
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] __d_alloc
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] d_alloc
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] d_alloc_parallel
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] tcp_clean_rtx_queue
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] clear_page_dirty_for_io
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] mpage_map_and_submit_buffers
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] mpage_map_and_submit_extent
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] mpage_submit_page
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] can_migrate_task.part.0
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] detach_tasks
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK14Item_case_expr4typeEv
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] rb_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ebc801
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]     [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]     [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] put_prev_entity
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] put_prev_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d91c73
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b86ac1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd253
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] desc_read
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] _prb_read_valid
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] prb_read_valid
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] fput
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x000000000079957d
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_ext_grow_indepth
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007b9c30
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_report_qs_rnp
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_report_qs_rdp
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c5db
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] zone_watermark_ok_safe
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] pgdat_balanced
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] wakeup_kswapd
     0.00%     0.00%  tclsh8.6         libmariatcl0.1.so     [.] getRowCellAsObject.isra.2
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] xas_set_mark
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] syscall@plt
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d12dd8
     0.00%     0.00%  kworker/10:0-ev  [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d6f857
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] add_mm_counter_fast
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] wbt_data_dir
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] blk_stat_add
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca74b6
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]     [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ea8eb8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d507
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd4208
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] crc_25
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c47bc4
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]     [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK12Item_func_le8functypeEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10d8c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d67ead
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9b761
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7349f
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z23find_field_in_table_refP3THDP10TABLE_LISTPKcmS4_S4_S4_P4ListIS1_EPP4ItembbPtbPS2_
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x000000000079f541
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000025f98
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]     [k] __list_add_valid
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c36260
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] lru_add_drain_per_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d52a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b8723b
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] cpus_share_cache
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN5Field16warn_if_overflowEi
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] native_smp_send_reschedule
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] attach_entity_load_avg
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]     [k] resched_curr
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK20Type_handler_varchar10field_typeEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c797fd
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] __inode_security_revalidate
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] filename_lookup
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] link_path_walk.part.0
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] path_lookupat
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] security_inode_permission
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] selinux_inode_permission
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]     [k] unix_find_other
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d71b81
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c7a1fb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000db0d82
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d12d
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] bio_alloc_bioset
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] mempool_alloc
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4e268
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] __bitmap_andnot
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c45bc6
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] submit_bio_wait_endio
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce40fd
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] __rdgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb1596
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]     [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]     [k] blk_mq_sched_insert_request
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] dma_pool_free
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] nvme_unmap_data.part.0
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] blk_mq_get_driver_tag
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]     [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf5c92
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] __lock_text_start
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf4b5
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a9d831
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c7980f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1874
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] nvme_setup_cmd
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] __const_udelay
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] amd_pmu_disable_all
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] __default_send_IPI_dest_field
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf95f2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d12e24
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z17setup_copy_fieldsP3THDP15TMP_TABLE_PARAM20Bounds_checked_arrayIP4ItemER4ListIS4_ES9_jS9_
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  irqbalance       libc-2.28.so          [.] _IO_getdelim
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] fold_diff
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77f03
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]     [k] ww_mutex_lock_interruptible
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]     [k] drm_gem_vram_vmap
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80346
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] pwq_dec_nr_in_flight
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7084e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f406
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c35f00
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c84266
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]     [k] sys_imageblit
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]     [k] drm_fbdev_fb_imageblit
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39c2f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c45733
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]     [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d33ce0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ef077e
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] ext4_put_io_end_defer
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d92ee3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000793061
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1cc8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a9e21a
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3c501
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d13188
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c7998f
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a95522
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]     [k] iomap_apply
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]     [k] bmap
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]     [k] iomap_bmap
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]     [k] jbd2_journal_bmap
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_join_table17get_examined_rowsEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cef173
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da18a3
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] put_prev_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da179a
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000022dfd
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] cpumask_next
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Item_func_plus10decimal_opEP10my_decimal
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] do_futex
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] futex_wait
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%     0.00%  tuned            [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] __ext4_journal_stop
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccba90
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN16Lex_input_stream16add_digest_tokenEjP7YYSTYPE
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] __irq_exit_rcu
     0.00%     0.00%  mariadbd         mariadbd              [.] my_numchars_mb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d196e3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce38df
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] first_online_pgdat
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a95327
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] prepare_task_switch
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006b8760
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c493c0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8e49f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d726fb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce38ee
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d6fae1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d81140
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] cpumask_next_and
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca59b2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce317b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d67ffd
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN4JOIN15alloc_func_listEv
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] radix_tree_gang_lookup_tag
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] xfs_perag_get_tag
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] xfs_reclaim_inodes_count
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007bbb7f
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] native_send_call_func_single_ipi
     0.00%     0.00%  irqbalance       [kernel.kallsyms]     [k] int_seq_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c83ad4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d71feb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c74aa9
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d90c94
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f594
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000df3981
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce3967
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] io_schedule
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] wait_on_page_bit_common
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] nvme_submit_cmd
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] __blk_mq_try_issue_directly
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] blk_finish_plug
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] blk_mq_flush_plug_list
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] blk_mq_sched_insert_requests
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000207ef
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0b6d3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7175
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] get_acl
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7236
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b4d
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000726f26
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __sys_setsockopt
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __x64_sys_setsockopt
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] capable
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] cred_has_capability.isra.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] security_capable
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] sock_setsockopt
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39fcd
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77572
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006b8b23
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca77e2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da220e
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] update_io_ticks
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] blk_account_io_done
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] attach_entity_load_avg
     0.00%     0.00%  kworker/10:0-ev  [kernel.kallsyms]     [k] __list_add_valid
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] copy_pte_range
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] copy_p4d_range
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] copy_page_range
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d26164
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] put_prev_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_put_io_end_defer
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0d2f0
