# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6647396362522
#
# Children      Self  Command          Shared Object         Symbol                                                                                                                                                                     
# ........  ........  ...............  ....................  ...........................................................................................................................................................................
#
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] __read_extent_tree_block
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] ext4_find_extent
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d9f7
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] wq_worker_sleeping
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]     [k] idle_cpu
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] __rdgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca59a7
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] __do_sys_clone
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] copy_process
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] dup_mm
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] kernel_clone
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d743e3
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] prepare_task_switch
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] __task_rq_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca77c3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0670d
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c83451
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000207eb
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] update_irq_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c36330
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c45c42
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000768bbc
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] lookup_open.isra.0
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] drm_fb_helper_damage_blit_real.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d78948
     0.00%     0.00%  sshd             [kernel.kallsyms]     [k] pipe_read
     0.00%     0.00%  sshd             [kernel.kallsyms]     [k] new_sync_read
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] __wrgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3a081
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c446a1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7c5f6
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  top              [kernel.kallsyms]     [k] task_gtime
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf69f
     0.00%     0.00%  top              [kernel.kallsyms]     [k] security_file_free
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4a2b5
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd29bb
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] kfree
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c2f55b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4df09
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9c247
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] tcp_rcv_established
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] tcp_v4_do_rcv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000982f98
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] hrtick_update
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] update_cfs_group
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]     [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]     [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7259f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006b8730
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] vunmap_pmd_range.isra.0
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] __vunmap
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] free_work
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] remove_vm_area
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] vunmap_p4d_range
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] vunmap_pud_range.isra.0
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] vunmap_range_noflush
     0.00%     0.00%  kworker/30:0-ev  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]     [k] __rdgsbase_inactive
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] __d_lookup_rcu
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] lookup_fast
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] walk_component
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] cpumask_next_wrap
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] drain_local_pages_wq
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] drain_pages_zone
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] free_pcppages_bulk
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] fput
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK12Item_func_eq13eq_cmp_resultEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb1558
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] ObjFindNamespaceVar
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z13setup_ftfuncsP13st_select_lex
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] rcu_core
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002549b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9efa2
     0.00%     0.00%  irqbalance       libc-2.28.so          [.] __GI_____strtoull_l_internal
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] inode_dio_wait
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] __ext4_journal_start_sb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] latency_exceeded
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7ae4
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80849
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Item_case_expr10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d13544
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] kthread_blkcg
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] cgroup_throttle_swaprate
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002569b
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x00000000000008ac
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f89f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d13e8e
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] ksys_read
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] security_file_permission
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] vfs_read
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/4:6      [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c83d31
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f915
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ea8e84
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f893
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000246b2
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] nohz_newidle_balance
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77d07
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __ext4_journal_start_sb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b88da0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9eed6
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN27Item_func_hybrid_field_type11val_decimalEP10my_decimal
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] perf_swevent_start
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002551c
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] generic_fillattr
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] __lookup_slow
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca6ef0
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000024616
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd20c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd3de8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f268
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] update_irq_load_avg
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] xa_get_order
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x0000000000000856
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c45844
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c300d2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf33d
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd015f
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] x86_pmu_disable_all
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] amd_pmu_disable_all
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] scheduler_tick
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] update_process_times
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] __slab_free
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c79794
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] __list_add_valid
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c47a9b
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] __pagevec_lru_add
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] lru_cache_add
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] GetNamespaceFromObj
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001b33c
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000768b97
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f248
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13Item_cond_and14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f34b
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __next_timer_interrupt
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c300d5
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z10sub_selectP4JOINP13st_join_tableb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5b41
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] __es_remove_extent
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d9d1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd4288
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z14my_decimal2intjPK12st_decimal_tbPx18decimal_round_mode
     0.00%     0.00%  top              libc-2.28.so          [.] __close
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a6a8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x000000000085a780
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f4d0
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Item_func_eq14top_level_itemEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5aba
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5e09
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  khugepaged       [kernel.kallsyms]     [k] __mod_node_page_state
     0.00%     0.00%  khugepaged       [kernel.kallsyms]     [k] __mod_lruvec_state
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cad243
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __jbd2_journal_file_buffer
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]     [k] prepare_to_wait_event
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80426
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d91c5d
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] _find_next_bit
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] strnlen
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] wake_affine_weight
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] irqtime_account_irq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a9521e
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z15find_item_equalP10COND_EQUALP5FieldPb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70269
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] scheduler_tick
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] recv@plt
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7ab7
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] cpus_share_cache
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10d73
     0.00%     0.00%  mariadbd         libc-2.28.so          [.] realloc
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] CompileExprTree
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c802fb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9da6f
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] native_send_call_func_single_ipi
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d916c6
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  mariadbd         mariadbd              [.] create_last_word_mask
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72447
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] invalidate_user_asid
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] cpumask_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d93030
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] mapping_get_entry
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __find_get_block
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __find_get_block_slow
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __getblk_gfp
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __read_extent_tree_block
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] pagecache_get_page
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] update_min_vruntime
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]     [k] isolate_migratepages_block
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]     [k] isolate_migratepages
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z32setup_degenerate_jtbm_semi_joinsP4JOINP4ListI10TABLE_LISTERS1_I4ItemE
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]     [k] first_online_pgdat
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]     [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]     [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c42e50
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c302
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000024758
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8cdab
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x000000000000083b
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39f08
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] get_random_u32
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] strlen
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] blk_mq_end_request
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] mod_objcg_state
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da21cc
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] generic_permission
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000023f42
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] ext4_extent_block_csum_set
     0.00%     0.00%  mariadbd         mariadbd              [.] memset@plt
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] drain_local_pages_wq
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] drain_pages_zone
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] free_pcppages_bulk
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd2fb
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_join_table9scan_timeEv
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]     [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d710a4
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] wq_worker_sleeping
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c42d7b
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] lookup_open.isra.0
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]     [k] open_last_lookups
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72eeb
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] pwq_dec_nr_in_flight
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] fput
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b93
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c47a9f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ee57c0
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a708
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_read_block_bitmap
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_read_block_bitmap_nowait
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10f2a
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] blk_get_request
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z14join_read_key2P3THDP13st_join_tableP5TABLEP12st_table_ref
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da0737
     0.00%     0.00%  kworker/22:6     [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39e18
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  top              libprocps.so.7.1.0    [.] 0x0000000000008531
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001aa85
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b88
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13sp_instr_stmt12get_psi_infoEv
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000025231
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d900e9
