# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6625486293113
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                                                                    
# ........  ........  ...............  ..........................  ..........................................................................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8eaab
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] native_irq_return_iret
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] __rq_qos_done_bio
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] bio_endio
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z17calc_group_bufferP15TMP_TABLE_PARAMP8st_order
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_sched_insert_request
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN4JOIN26transform_max_min_subqueryEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d68592
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b87901
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d67ff5
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c869c1
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca720a
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] __list_add_valid
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] Tcl_GetStringFromObj@plt
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] avtab_search_node
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] avc_compute_av.isra.0
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] avc_has_perm
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] context_struct_compute_av
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] do_iter_write
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] do_writev
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] file_has_perm
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] security_compute_av
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] security_file_permission
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] vfs_writev
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001aa87
     0.00%     0.00%  tclsh8.6         libc-2.28.so                [.] __GI_strtoul
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] __irq_exit_rcu
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] __softirqentry_text_start
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] run_rebalance_domains
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000085b3a0
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __list_add_valid
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8332a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d6fbad
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b93ef0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006b8720
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b84697
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]           [k] rb_insert_color
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8094c
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Item_field21field_for_view_updateEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3dc1
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c35fd8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b8610e
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN9Item_func15quick_fix_fieldEv
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]           [k] wake_up_bit
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cb16fa
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] unlock_page
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d094cb
     0.00%     0.00%  kworker/23:2-rc  [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  kworker/23:2-rc  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] cpumask_next
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf9443
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c834ad
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] update_sg_lb_stats
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] find_busiest_group
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]           [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c834b2
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5TABLE20prepare_for_positionEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d68000
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9e8a5
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025f91
     0.00%     0.00%  kworker/15:1H    [kernel.kallsyms]           [k] wq_worker_sleeping
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c36075
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cace39
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77580
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77467
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47a98
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a9d8fb
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ktime_get_update_offsets_now
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] follow_page_mask
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] __get_user_pages
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] __get_user_pages_remote
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] __x64_sys_execve
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] bprm_execve.part.0
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] do_execveat_common
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] exec_binprm
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] load_script
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] remove_arg_zero.part.0
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] search_binary_handler
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c74a91
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f342
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4925c
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK27Type_handler_decimal_result18Item_save_in_fieldEP4ItemP5Fieldb
     0.00%     0.00%  kworker/11:4     [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  chronyd          [kernel.kallsyms]           [k] __sock_tx_timestamp
     0.00%     0.00%  chronyd          [kernel.kallsyms]           [k] ip_make_skb
     0.00%     0.00%  chronyd          [kernel.kallsyms]           [k] ip_setup_cork
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK28Type_handler_datetime_common16print_item_valueEP3THDP4ItemP6String
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]           [k] __slab_free
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] nvme_queue_rq
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __blk_mq_try_issue_directly
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_finish_plug
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_mq_flush_plug_list
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_mq_sched_insert_requests
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8045a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d13a90
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020a2d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d88ae6
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd05e7
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5TABLE22update_const_key_partsEP4Item
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12eee
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c86c4f
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000de74c8
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39c73
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9db5e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000769046
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91860
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d61ea7
     0.00%     0.00%  dnf              libcurl.so.4.5.0            [.] 0x000000000003804f
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]           [k] blk_mq_request_bypass_insert
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] kthread
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] ret_from_fork
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] smpboot_thread_fn
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5cd7
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000726f20
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b87242
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d10e03
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000daf681
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd1b67
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7c5a8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007b9b0c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d34c63
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca7878
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]           [k] _nohz_idle_balance.constprop.0.isra.0
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __get_user_4
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __sys_getsockname
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __x64_sys_getsockname
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] move_addr_to_user
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] x86_pmu_disable_all
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] amd_pmu_disable_all
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] perf_event_task_tick
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] scheduler_tick
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] tick_sched_handle
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] tick_sched_timer
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] update_process_times
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf9317
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d10f26
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] __irq_exit_rcu
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] irqtime_account_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da18cf
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] __irqentry_text_start
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]           [k] wake_up_bit
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000daf4b0
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f825
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] __update_blocked_fair
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] __softirqentry_text_start
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] run_rebalance_domains
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2051
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c86221
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d67ef8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd0561
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] sync_regs
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000706682
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001a668
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] default_wake_function
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_44
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] rcu_note_context_switch
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0e1d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77dbd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9203c
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ext4_can_extents_be_merged.constprop.0
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ext4_ext_try_to_merge
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] ext4_ext_try_to_merge_right
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] __irqentry_text_start
     0.00%     0.00%  sssd_be          [kernel.kallsyms]           [k] __x64_sys_epoll_wait
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cef09c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee57c9
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] vma_interval_tree_remove
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __x64_sys_execve
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] begin_new_exec
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] bprm_execve.part.0
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] do_execveat_common
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] exec_binprm
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] exec_mmap
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] load_elf_binary
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] search_binary_handler
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] unlink_file_vma
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d38963
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8e47b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8e6b9
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]           [k] reweight_entity
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  kworker/23:2-rc  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/11:4     [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d09935
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0511
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] native_smp_send_reschedule
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] update_sg_lb_stats
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] find_busiest_group
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000daf465
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f90f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d74344
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca1c01
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]           [k] __bitmap_andnot
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] bh_uptodate_or_lock
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN14Item_func_rand7cleanupEv
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] fast_find_migrateblock
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] ext4_inode_csum
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] ext4_inode_csum_set
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacf2d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c48c8b
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]           [k] fput
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] set_pte_vaddr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ea90b4
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] rb_next
     0.00%     0.00%  kworker/11:2     [kernel.kallsyms]           [k] clear_buddies
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __update_blocked_fair
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] run_rebalance_domains
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7106f
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN16Item_func_concat18fix_length_and_decEv
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] __bitmap_and
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd1d1c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d92041
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7526
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c3f7
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] __brelse
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d1ba
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007968da
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8f9d1
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd0182
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf63f
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d70ad5
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __fput
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] exit_to_user_mode_loop
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] exit_to_user_mode_prepare
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] task_work_run
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13sp_instr_jump7executeEP3THDPj
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] do_dentry_open
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] Tcl_ObjSetVar2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d11497
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] __softirqentry_text_start
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] __update_blocked_fair
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] run_rebalance_domains
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] put_prev_entity
     0.00%     0.00%  migration/24     [kernel.kallsyms]           [k] pick_next_task_dl
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7d58
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f700
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f8c8
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0d93
