# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 81K of event 'cycles'
# Event count (approx.): 6486313969415
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] sched_slice
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] blk_queue_exit
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] find_vpid
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_segcblist_advance
     0.00%     0.00%  migration/8      [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __common_interrupt
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] asm_common_interrupt
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] bio_endio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blk_mq_end_request
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blk_update_request
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] common_interrupt
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] ext4_end_bio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] ext4_finish_bio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] handle_edge_irq
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] handle_irq_event
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] nvme_complete_rq
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] nvme_irq
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] nvme_process_cq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wait_for_common
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] wait_for_completion
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] anon_vma_interval_tree_insert
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] __do_sys_clone
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_clone
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] anon_vma_clone
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] anon_vma_fork
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] copy_process
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] dup_mm
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] kernel_clone
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blk_attempt_bio_merge.part.0
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __block_write_full_page
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __writepage
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blk_attempt_plug_merge
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blkdev_writepage
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] blkdev_writepages
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] block_write_full_page
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] generic_writepages
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] submit_bh_wbc
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] write_cache_pages
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] multi_cpu_stop
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] native_sched_clock
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] pipe_read
     0.00%     0.00%  migration/8      [kernel.kallsyms]  [k] balance_rt
     0.00%     0.00%  migration/8      [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  migration/8      [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  postgres         postgres           [.] 0x0000000000610e2c
     0.00%     0.00%  postgres         libc.so.6          [.] 0x00000000001b2eae
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] jbd2_journal_get_write_access
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_io_end_vec
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] compaction_suitable
     0.00%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] wake_all_kswapds
     0.00%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] wakeup_kcompactd
     0.00%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] wakeup_kswapd
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] __fprop_inc_percpu
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_enter_from_user_mode
     0.00%     0.00%  migration/14     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  migration/14     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] nvme_queue_rq
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  tclsh8.6         libtcl8.6.so       [.] Tcl_GetCommandFromObj
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] raw_spin_rq_unlock
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] cpumask_next_and
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] check_stack_object
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/18     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  migration/18     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  migration/14     [kernel.kallsyms]  [k] balance_dl
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] __ip_local_out
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] raw_local_deliver
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  postgres         postgres           [.] 0x000000000032489c
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] put_prev_task_stop
     0.00%     0.00%  migration/24     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  migration/41     [unknown]          [.] 0000000000000000
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] blk_attempt_plug_merge
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] put_prev_task_stop
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] apparmor_ipv4_postroute
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] rcu_core
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/28     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  tclsh8.6         libc.so.6          [.] __send
     0.00%     0.00%  postgres         postgres           [.] 0x00000000005dd2c4
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] nvme_error_status
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] d_set_d_op
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] jbd2_journal_cancel_revoke
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] do_get_write_access
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] select_estimate_accuracy
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __irqentry_text_start
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  migration/40     [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] queued_write_lock_slowpath
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] mpol_misplaced
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] should_numa_migrate_memory
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  postgres         libc.so.6          [.] 0x00000000000a7e96
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] balance_rt
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  postgres         postgres           [.] ExecInitNode
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] find_lock_entries
     0.00%     0.00%  migration/47     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  migration/47     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  kworker/u97:11-  [unknown]          [.] 0000000000000000
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] __ext4_read_dirblock
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_bread
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_getblk
     0.00%     0.00%  kworker/28:2-mm  [unknown]          [.] 0000000000000000
     0.00%     0.00%  migration/11     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  migration/11     [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] cr4_update_irqsoff
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] arch_touch_nmi_watchdog
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] prepare_to_wait_event
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] down_read_trylock
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] resched_curr
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  migration/44     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __bitmap_and
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  migration/40     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] sugov_iowait_boost
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] rcu_core
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/42     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/18     [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  postgres         postgres           [.] 0x00000000004fae90
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sugov_iowait_apply
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] update_blocked_averages
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] update_blocked_averages
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] attach_entity_load_avg
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  migration/11     [kernel.kallsyms]  [k] arch_touch_nmi_watchdog
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] update_min_vruntime
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  postgres         postgres           [.] SysCacheGetAttr
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sugov_iowait_apply
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_next_event_without
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] native_irq_return_iret
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] sugov_iowait_boost
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] attach_entity_load_avg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/5      [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/5      [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  migration/5      [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  migration/5      [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] balance_rt
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  migration/29     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/29     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/29     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  migration/29     [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] __get_user_nocheck_8
     0.00%     0.00%  kworker/30:2-mm  [unknown]          [.] 0000000000000000
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] __wrgsbase_inactive
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] update_blocked_averages
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] dma_unmap_sg_attrs
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] dma_direct_unmap_sg
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] update_fast_timekeeper
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  postgres         postgres           [.] 0x0000000000610768
     0.00%     0.00%  postgres         [kernel.kallsyms]  [k] domain_dirty_limits
     0.00%     0.00%  migration/36     [unknown]          [.] 0000000000000000
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] move_queued_task
