# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 9935501061521
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
     0.32%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] hrtimer_interrupt
     0.32%     0.32%  localfetcher#1   [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.32%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] kthread
     0.32%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] ret_from_fork
     0.32%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] worker_thread
     0.32%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] process_one_work
     0.32%     0.04%  kswapd0          [kernel.kallsyms]     [k] __remove_mapping
     0.31%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] wb_workfn
     0.31%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] asm_exc_page_fault
     0.31%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] wb_writeback
     0.31%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] __writeback_inodes_wb
     0.31%     0.00%  kworker/u97:12-  [kernel.kallsyms]     [k] __writeback_single_inode
