# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.00%     0.00%  GC Thread#0      libjvm.so                          [.] _ZN19G1FullGCCompactTask14compact_regionEP10HeapRegion
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] clockevents_program_event
     0.00%     0.00%  GC Thread#15     libjvm.so                          [.] _ZN31G1ScanObjsDuringUpdateRSClosure11do_oop_workIP7oopDescEEvPT_
     0.00%     0.00%  G1 Conc#0        libjvm.so                          [.] _ZN21OopOopIterateDispatchI22G1RebuildRemSetClosureE5Table15oop_oop_iterateI13InstanceKlassP7oopDescEEvPS0_S6_P5Klass
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] enqueue_hrtimer
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] sched_slice
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00365a37
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] syscall_return_via_sysret
     0.00%     0.00%  G1 Refine#3      [kernel.kallsyms]                  [k] reweight_entity
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] __accumulate_pelt_segments
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] __calc_delta
     0.00%     0.00%  GC Thread#2      libjvm.so                          [.] _ZN5StackIN14PreservedMarks13OopAndMarkOopEL10MemoryType5EE12push_segmentEv
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] generic_exec_single
     0.00%     0.00%  Finalizer        [kernel.kallsyms]                  [k] account_user_time
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095b9ad
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] move_freepages_block
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] steal_suitable_fallback
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] prepare_task_switch
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] __do_munmap
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] do_mmap
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] mmap_region
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] vm_mmap_pgoff
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] run_rebalance_domains
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] __es_remove_extent
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] clear_page_rep
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] kernel_init_free_pages.part.0
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]                  [k] refresh_cpu_vm_stats
     0.00%     0.00%  GC Thread#8      libjvm.so                          [.] _ZN14G1FullGCMarker16complete_markingEP19GenericTaskQueueSetI17OverflowTaskQueueIP7oopDescL10MemoryType5ELj131072EELS4_5EEPS0_IS1_I12ObjArrayTaskLS4_5ELj131072EELS4_5EEP22ParallelTaskTerminator
     0.00%     0.00%  spark-listener-  libpthread-2.28.so                 [.] pthread_cond_wait@@GLIBC_2.3.2
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] sync_regs
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] error_entry
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff006a6d59
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] flush_smp_call_function_queue
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] update_vsyscall
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] x86_pmu_disable_all
     0.00%     0.00%  G1 Refine#3      [kernel.kallsyms]                  [k] mprotect_fixup
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] __audit_syscall_entry
     0.00%     0.00%  migration/18     [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  migration/18     [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  migration/18     [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  migration/18     [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  migration/18     [kernel.kallsyms]                  [k] smpboot_thread_fn
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] calc_global_load_tick
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                  [k] add_to_swap
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                  [k] add_to_swap_cache
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8683f93
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] syscall_exit_work
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0102f1e6
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] _find_next_bit
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff005089a4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8924395
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] __switch_to
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]                  [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]                  [k] vmstat_update
     0.00%     0.00%  GC Thread#10     libjvm.so                          [.] _ZN21G1AdjustRegionClosure14do_heap_regionEP10HeapRegion
     0.00%     0.00%  migration/15     [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  migration/15     [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  migration/15     [kernel.kallsyms]                  [k] smpboot_thread_fn
     0.00%     0.00%  GC Thread#4      [kernel.kallsyms]                  [k] rwsem_spin_on_owner
     0.00%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] update_rq_clock
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00c6fa74
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] __list_del_entry_valid
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] read_pages
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] __page_set_anon_rmap
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __do_fault
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] ext4_filemap_fault
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] filemap_fault
     0.00%     0.00%  Executor task l  libnio.so                          [.] 0x0000000000007df4
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] reweight_entity
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca8778
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef869d926
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012d0a84
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a7337e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00c723bc
     0.00%     0.00%  kworker/28:3-ev  [kernel.kallsyms]                  [k] desc_read_finalized_seq
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] jbd2_write_access_granted.part.0
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] wp_page_copy
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] nohz_balance_exit_idle
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00b01bb4
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] rwsem_down_read_slowpath
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] handle_pte_fault
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] ttwu_queue_wakelist
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] count_shadow_nodes
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] do_shrink_slab
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] shrink_slab_memcg
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012f85c2
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]                  [k] alloc_buffer_head
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] handle_pte_fault
     0.00%     0.00%  GC Thread#5      libjvm.so                          [.] _ZN31G1ScanObjsDuringUpdateRSClosure11do_oop_workIP7oopDescEEvPT_
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef869db01
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] move_freepages_block
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] steal_suitable_fallback
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] send_call_function_single_ipi
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012e9adc
     0.00%     0.00%  G1 Young RemSet  [kernel.kallsyms]                  [k] rcu_pending
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] update_curr_fair
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] switch_fpu_return
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                  [k] run_timer_softirq
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00909438
     0.00%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] __switch_to_asm
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] wq_worker_comm
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] proc_task_name
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] exit_to_user_mode_loop
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] rwsem_spin_on_owner
     0.00%     0.00%  spark-listener-  [kernel.kallsyms]                  [k] select_idle_sibling
     0.00%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] swap_readpage
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] lru_add_drain
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] lru_add_drain_cpu
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] nf_nat_inet_fn
     0.00%     0.00%  dag-scheduler-e  [kernel.kallsyms]                  [k] hash_futex
     0.00%     0.00%  G1 Conc#2        [kernel.kallsyms]                  [k] __update_blocked_fair
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] down_write_killable
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] rwsem_down_write_slowpath
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] x86_pmu_disable
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] begin_new_exec
     0.00%     0.00%  sshd             [kernel.kallsyms]                  [k] cpuacct_charge
     0.00%     0.00%  GC Thread#4      libjvm.so                          [.] _ZN14G1FullGCMarker16complete_markingEP19GenericTaskQueueSetI17OverflowTaskQueueIP7oopDescL10MemoryType5ELj131072EELS4_5EEPS0_IS1_I12ObjArrayTaskLS4_5ELj131072EELS4_5EEP22ParallelTaskTerminator
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff009ced28
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] prepare_task_switch
     0.00%     0.00%  G1 Refine#6      [kernel.kallsyms]                  [k] ttwu_queue_wakelist
     0.00%     0.00%  G1 Refine#8      [kernel.kallsyms]                  [k] sched_clock_cpu
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                  [k] select_idle_cpu
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] __hrtimer_run_queues
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] hrtimer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff005a42e5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0131a463
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00831fbe
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] ksys_mmap_pgoff
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                  [k] update_vsyscall
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a72fb3
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] kfree
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] __switch_to
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] task_tick_fair
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] note_gp_changes
     0.00%     0.00%  G1 Refine#7      [kernel.kallsyms]                  [k] __hrtimer_next_event_base
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00831a52
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] __vma_adjust
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] vma_merge
     0.00%     0.00%  GC Thread#18     libjvm.so                          [.] _ZN6Thread10muxAcquireEPVlPKc
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] __audit_syscall_entry
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] timerqueue_add
     0.00%     0.00%  G1 Refine#9      [kernel.kallsyms]                  [k] update_sg_lb_stats
     0.00%     0.00%  GC Thread#4      libjvm.so                          [.] _ZN31G1ScanObjsDuringUpdateRSClosure11do_oop_workIP7oopDescEEvPT_
     0.00%     0.00%  dag-scheduler-e  [JIT] tid 1532                     [.] 0x00007efefb5ba6e6
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] wakeup_kswapd
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] wake_all_kswapds
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a77943
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] ghes_proc
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] ghes_poll_func
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] pte_alloc_one
     0.00%     0.00%  kworker/25:1-ev  [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                  [k] find_vma
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00c99c25
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                  [k] llist_add_batch
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00b08ad0
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3ca19
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] __accumulate_pelt_segments
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] ext4_releasepage
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] do_sync_core
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  GC Thread#22     libjvm.so                          [.] _ZN6Thread10muxReleaseEPVl
     0.00%     0.00%  C1 CompilerThre  libpthread-2.28.so                 [.] __pthread_disable_asynccancel
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] radix_tree_node_rcu_free
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff006a6fa5
     0.00%     0.00%  G1 Refine#3      [kernel.kallsyms]                  [k] calc_global_load_tick
     0.00%     0.00%  GC Thread#3      libjvm.so                          [.] _ZN17OverflowTaskQueueI8StarTaskL10MemoryType5ELj131072EE4pushES0_.constprop.563
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] tick_sched_do_timer
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] mprotect_fixup
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] save_fpregs_to_fpstate
     0.00%     0.00%  GC Thread#3      libjvm.so                          [.] _ZNK5Klass15start_of_vtableEv
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                  [k] update_curr
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00fe5086
     0.00%     0.00%  G1 Refine#3      [kernel.kallsyms]                  [k] run_posix_cpu_timers
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] hrtimer_forward
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] rmqueue
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] ktime_get
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]                  [k] worker_thread
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3c707
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00c7227d
     0.00%     0.00%  G1 Conc#2        [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] count_shadow_nodes
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] do_shrink_slab
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] shrink_slab_memcg
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] wake_page_function
     0.00%     0.00%  GC Thread#9      [kernel.kallsyms]                  [k] __x86_indirect_thunk_rdx
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ac57cd
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] prepare_task_switch
     0.00%     0.00%  G1 Young RemSet  [kernel.kallsyms]                  [k] update_curr
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] perf_event_mmap_event
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] perf_event_mmap
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] lru_note_cost_page
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] __handle_irq_event_percpu
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] __common_interrupt
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] asm_common_interrupt
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] common_interrupt
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] handle_edge_irq
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                  [k] handle_irq_event
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] up_write
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] io_schedule
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] sync_regs
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] native_apic_mem_write
     0.00%     0.00%  G1 Refine#8      libpthread-2.28.so                 [.] __pthread_disable_asynccancel
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] rcu_all_qs
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN10oopFactory13new_typeArrayE9BasicTypeiP6Thread
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __irqentry_text_end
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] set_next_entity
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] account_process_tick
     0.00%     0.00%  GC Thread#14     libjvm.so                          [.] _ZN31G1ScanObjsDuringUpdateRSClosure11do_oop_workIP7oopDescEEvPT_
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                  [k] detach_if_pending
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] dma_pool_free
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] process_timeout
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                  [k] do_open
     0.00%     0.00%  G1 Refine#9      [kernel.kallsyms]                  [k] run_posix_cpu_timers
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] timekeeping_update
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] syscall_trace_enter.constprop.0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00f821d2
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] update_sg_lb_stats
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                  [k] khugepaged_enter_vma_merge
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                  [k] vma_merge
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] reweight_entity
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] switch_mm_irqs_off
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                  [k] arch_scale_freq_tick
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] reweight_entity
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] rcu_read_unlock_strict
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3ca42
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  GC Thread#10     libjvm.so                          [.] _ZN11G1CardTable18mark_card_deferredEm
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] zone_reclaimable_pages
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] allow_direct_reclaim.part.0
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] throttle_direct_reclaim
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] cpuacct_account_field
     0.00%     0.00%  G1 Conc#2        [kernel.kallsyms]                  [k] swake_up_one
     0.00%     0.00%  spark-listener-  [kernel.kallsyms]                  [k] hrtimer_active
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca744e
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] __accumulate_pelt_segments
     0.00%     0.00%  G1 Refine#5      libjvm.so                          [.] _ZN22G1BlockOffsetTablePart16alloc_block_workEPP8HeapWordPmS1_S1_
     0.00%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] rb_insert_color
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] set_next_entity
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] ttwu_do_activate
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3ea01
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] change_p4d_range
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] change_pmd_range.isra.0
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] change_protection_range
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] change_pte_range
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] flush_tlb_batched_pending
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] tick_program_event
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] select_idle_cpu
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] account_system_index_time
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012fda23
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] amd_pmu_addr_offset
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a822c4
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] switch_fpu_return
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] native_flush_tlb_one_user
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] enqueue_entity
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] __update_load_avg_se
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00900e25
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca6a82
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] zone_watermark_ok_safe
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                  [k] pgdat_balanced
     0.00%     0.00%  spark-listener-  [kernel.kallsyms]                  [k] run_posix_cpu_timers
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] shmem_writepage
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZNK12MemAllocator12mem_allocateERNS_10AllocationE
     0.00%     0.00%  G1 Refine#15     [kernel.kallsyms]                  [k] invoke_rcu_core.part.0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012cab05
     0.00%     0.00%  GC Thread#11     libjvm.so                          [.] _ZN30RemoveSelfForwardPtrObjClosure9do_objectEP7oopDesc
     0.00%     0.00%  tuned            [kernel.kallsyms]                  [k] __handle_mm_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca0873
     0.00%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] account_system_index_time
     0.00%     0.00%  G1 Refine#12     [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] flush_tlb_func
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  task-result-get  [kernel.kallsyms]                  [k] error_entry
