# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 45K of event 'cycles'
# Event count (approx.): 5822082299052
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.22%     0.01%  postgres         [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.22%     0.22%  postgres         [kernel.kallsyms]      [k] available_idle_cpu
     0.22%     0.01%  postgres         [kernel.kallsyms]      [k] wait_on_page_bit_common
     0.22%     0.22%  kswapd0          [kernel.kallsyms]      [k] xas_find
     0.22%     0.00%  kswapd0          [kernel.kallsyms]      [k] find_lock_entries
     0.22%     0.00%  postgres         [kernel.kallsyms]      [k] __wake_up_common_lock
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] schedule
     0.21%     0.21%  postgres         [kernel.kallsyms]      [k] native_irq_return_iret
     0.21%     0.09%  postgres         [kernel.kallsyms]      [k] xas_find
     0.21%     0.00%  postgres         [kernel.kallsyms]      [k] tick_sched_timer
     0.21%     0.02%  tclsh8.6         [kernel.kallsyms]      [k] __wake_up_common
     0.21%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_select
     0.21%     0.00%  postgres         [kernel.kallsyms]      [k] do_softirq
     0.21%     0.00%  postgres         [kernel.kallsyms]      [k] __local_bh_enable_ip
     0.21%     0.20%  postgres         [kernel.kallsyms]      [k] page_mapping
     0.21%     0.03%  tclsh8.6         [kernel.kallsyms]      [k] __schedule
     0.21%     0.00%  postgres         [kernel.kallsyms]      [k] __wake_up_sync_key
     0.21%     0.04%  swapper          [kernel.kallsyms]      [k] enqueue_task_fair
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] net_rx_action
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __wake_up_common_lock
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __wake_up_sync_key
     0.20%     0.06%  postgres         [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] __netif_receive_skb_one_core
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] __napi_poll
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] __netif_receive_skb
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] process_backlog
     0.20%     0.01%  postgres         [kernel.kallsyms]      [k] sock_def_readable
     0.20%     0.19%  postgres         [kernel.kallsyms]      [k] clear_page_erms
     0.20%     0.03%  postgres         [kernel.kallsyms]      [k] update_process_times
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] io_schedule
     0.20%     0.01%  postgres         [kernel.kallsyms]      [k] sysvec_call_function_single
     0.20%     0.14%  swapper          [kernel.kallsyms]      [k] menu_select
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_block_write_begin
     0.20%     0.00%  postgres         [kernel.kallsyms]      [k] ip_rcv
     0.20%     0.20%  kcompactd0       [kernel.kallsyms]      [k] check_pte
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] page_cache_async_ra
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] ip_local_deliver_finish
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] ip_protocol_deliver_rcu
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] ip_local_deliver
     0.19%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] ep_poll_callback
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] __udp4_lib_rcv
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] udp_rcv
     0.19%     0.18%  postgres         [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.19%     0.01%  postgres         [kernel.kallsyms]      [k] tick_sched_handle
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] sock_def_readable
     0.19%     0.18%  postgres         [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.19%     0.00%  postgres         [kernel.kallsyms]      [k] default_wake_function
     0.18%     0.18%  postgres         [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.18%     0.08%  postgres         [kernel.kallsyms]      [k] kmem_cache_alloc
     0.18%     0.01%  postgres         [kernel.kallsyms]      [k] pollwake
     0.18%     0.00%  postgres         [kernel.kallsyms]      [k] alloc_empty_file
     0.18%     0.03%  postgres         [kernel.kallsyms]      [k] __alloc_file
     0.18%     0.00%  postgres         [kernel.kallsyms]      [k] rmap_walk
     0.18%     0.18%  kcompactd1       [kernel.kallsyms]      [k] _raw_spin_lock
     0.18%     0.06%  postgres         [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] try_to_wake_up
     0.17%     0.00%  postgres         [kernel.kallsyms]      [k] tlb_finish_mmu
     0.17%     0.01%  kswapd0          [kernel.kallsyms]      [k] shrink_page_list
     0.17%     0.05%  postgres         [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __wake_up
     0.17%     0.17%  postgres         [kernel.kallsyms]      [k] _find_next_bit
     0.17%     0.17%  postgres         [kernel.kallsyms]      [k] udp4_lib_lookup2.isra.0
     0.17%     0.00%  postgres         [kernel.kallsyms]      [k] __udp4_lib_lookup
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] autoremove_wake_function
     0.16%     0.12%  postgres         [kernel.kallsyms]      [k] unlock_page_memcg
     0.16%     0.00%  postgres         [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.16%     0.03%  postgres         [kernel.kallsyms]      [k] mpage_process_page_bufs
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] default_wake_function
     0.16%     0.00%  postgres         [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __x64_sys_recvfrom
     0.16%     0.05%  postgres         [kernel.kallsyms]      [k] set_task_cpu
     0.16%     0.10%  kcompactd1       [kernel.kallsyms]      [k] vma_interval_tree_iter_next
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __sys_recvfrom
     0.16%     0.00%  swapper          [kernel.kallsyms]      [k] blk_mq_free_request
     0.16%     0.16%  kswapd1          [kernel.kallsyms]      [k] _find_next_bit
     0.16%     0.01%  postgres         [kernel.kallsyms]      [k] lookup_fast
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] sock_recvmsg
     0.15%     0.15%  postgres         [kernel.kallsyms]      [k] __d_lookup_rcu
     0.15%     0.00%  swapper          [kernel.kallsyms]      [k] __blk_mq_free_request
     0.15%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.15%     0.05%  swapper          [kernel.kallsyms]      [k] enqueue_entity
     0.15%     0.01%  postgres         [kernel.kallsyms]      [k] walk_component
     0.15%     0.00%  swapper          [kernel.kallsyms]      [k] blk_mq_put_tag
     0.15%     0.15%  swapper          [kernel.kallsyms]      [k] __sbq_wake_up
     0.15%     0.13%  postgres         [kernel.kallsyms]      [k] PageHuge
     0.15%     0.06%  postgres         [kernel.kallsyms]      [k] filemap_get_read_batch
     0.15%     0.03%  postgres         [kernel.kallsyms]      [k] unlock_page
     0.15%     0.14%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.15%     0.00%  postgres         [kernel.kallsyms]      [k] rmap_walk_anon
     0.15%     0.00%  postgres         [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.14%     0.00%  postgres         [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.14%     0.08%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] unix_stream_recvmsg
     0.14%     0.07%  postgres         [kernel.kallsyms]      [k] rmqueue_bulk
     0.14%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] unix_stream_read_generic
     0.14%     0.00%  postgres         [kernel.kallsyms]      [k] __page_cache_alloc
     0.14%     0.03%  postgres         [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.13%     0.00%  postgres         [kernel.kallsyms]      [k] mpage_submit_page
     0.13%     0.04%  postgres         [kernel.kallsyms]      [k] newidle_balance
     0.13%     0.00%  postgres         [kernel.kallsyms]      [k] mpage_end_io
     0.13%     0.01%  postgres         [kernel.kallsyms]      [k] submit_bio
     0.13%     0.01%  postgres         [kernel.kallsyms]      [k] __read_end_io
     0.13%     0.06%  postgres         [kernel.kallsyms]      [k] __count_memcg_events
     0.13%     0.00%  postgres         [kernel.kallsyms]      [k] submit_bio_noacct
     0.13%     0.00%  postgres         [kernel.kallsyms]      [k] scheduler_tick
     0.13%     0.00%  postgres         [kernel.kallsyms]      [k] __submit_bio
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] sock_alloc_send_pskb
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] wake_up_page_bit
     0.12%     0.12%  kcompactd0       [kernel.kallsyms]      [k] vma_interval_tree_subtree_search
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] __wake_up_locked_key_bookmark
     0.12%     0.05%  postgres         [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] blk_mq_flush_plug_list
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] wake_up_state
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] blk_flush_plug_list
     0.12%     0.00%  postgres         [kernel.kallsyms]      [k] wake_page_function
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] blk_mq_sched_insert_requests
     0.11%     0.11%  postgres         [kernel.kallsyms]      [k] ext4_es_lookup_extent
     0.11%     0.01%  postgres         [kernel.kallsyms]      [k] __alloc_skb
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] alloc_skb_with_frags
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] blk_mq_try_issue_list_directly
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] try_to_migrate
     0.11%     0.04%  postgres         [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.11%     0.01%  postgres         [kernel.kallsyms]      [k] balance_dirty_pages_ratelimited
     0.11%     0.11%  postgres         [kernel.kallsyms]      [k] __fget_light
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] blk_finish_plug
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] asm_exc_page_fault
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __alloc_skb
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] alloc_skb_with_frags
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] sock_alloc_send_pskb
     0.11%     0.03%  postgres         [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.11%     0.09%  postgres         [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] exc_page_fault
     0.11%     0.00%  postgres         [kernel.kallsyms]      [k] __blk_mq_try_issue_directly
     0.11%     0.01%  postgres         [kernel.kallsyms]      [k] mod_lruvec_page_state.constprop.0
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] _raw_spin_lock
     0.11%     0.10%  postgres         [kernel.kallsyms]      [k] __update_load_avg_se
     0.10%     0.00%  postgres         [kernel.kallsyms]      [k] __do_fault
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] consume_skb
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] do_user_addr_fault
     0.10%     0.01%  postgres         [kernel.kallsyms]      [k] ext4_da_get_block_prep
     0.10%     0.06%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] handle_mm_fault
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] ttwu_do_activate
     0.10%     0.10%  postgres         [kernel.kallsyms]      [k] __switch_to_asm
     0.10%     0.02%  postgres         [kernel.kallsyms]      [k] nvme_queue_rq
     0.10%     0.02%  postgres         [kernel.kallsyms]      [k] ext4_bio_write_page
     0.10%     0.10%  postgres         [kernel.kallsyms]      [k] __mod_node_page_state
     0.10%     0.01%  postgres         [kernel.kallsyms]      [k] blk_mq_submit_bio
     0.10%     0.09%  tclsh8.6         [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.10%     0.02%  swapper          [kernel.kallsyms]      [k] psi_task_change
     0.10%     0.01%  kswapd1          [kernel.kallsyms]      [k] __remove_mapping
     0.10%     0.01%  postgres         [kernel.kallsyms]      [k] xas_store
     0.09%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_da_write_end
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]      [k] move_to_new_page
     0.09%     0.01%  postgres         [kernel.kallsyms]      [k] generic_write_end
     0.09%     0.00%  postgres         [kernel.kallsyms]      [k] balance_dirty_pages
     0.09%     0.00%  postgres         [kernel.kallsyms]      [k] mem_cgroup_wb_stats
     0.09%     0.09%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.09%     0.01%  postgres         [kernel.kallsyms]      [k] getname_flags.part.0
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] enqueue_task
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __x64_sys_futex
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] do_futex
     0.09%     0.00%  postgres         [kernel.kallsyms]      [k] isolate_lru_page
     0.09%     0.01%  kswapd0          [kernel.kallsyms]      [k] __remove_mapping
     0.09%     0.08%  kswapd1          [kernel.kallsyms]      [k] cpumask_next
     0.09%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] __handle_mm_fault
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] __writeback_single_inode
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] do_writepages
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] kthread
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] process_one_work
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] ret_from_fork
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] wb_workfn
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] wb_writeback
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] worker_thread
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.09%     0.01%  postgres         [kernel.kallsyms]      [k] sched_ttwu_pending
     0.09%     0.02%  postgres         [kernel.kallsyms]      [k] __mark_inode_dirty
     0.09%     0.01%  kcompactd1       [kernel.kallsyms]      [k] ptep_clear_flush
     0.09%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] ext4_writepages
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_page
     0.08%     0.00%  postgres         [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.08%     0.01%  postgres         [kernel.kallsyms]      [k] __block_commit_write.constprop.0.isra.0
     0.08%     0.01%  postgres         [kernel.kallsyms]      [k] workingset_update_node
     0.08%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] mpage_prepare_extent_to_map
     0.08%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.08%     0.01%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.08%     0.04%  postgres         [kernel.kallsyms]      [k] __mod_zone_page_state
     0.08%     0.02%  postgres         [kernel.kallsyms]      [k] ext4_finish_bio
     0.08%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_end_bio
     0.08%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] kmem_cache_alloc_node
     0.08%     0.03%  postgres         [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.08%     0.00%  postgres         [kernel.kallsyms]      [k] lock_page_lruvec_irq
     0.08%     0.01%  postgres         [kernel.kallsyms]      [k] mark_buffer_dirty
     0.08%     0.01%  postgres         [kernel.kallsyms]      [k] create_empty_buffers
     0.08%     0.01%  kcompactd1       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.08%     0.00%  postgres         [kernel.kallsyms]      [k] vfs_open
     0.08%     0.01%  tclsh8.6         [kernel.kallsyms]      [k] pick_next_task_fair
     0.08%     0.03%  postgres         [kernel.kallsyms]      [k] sugov_update_single_freq
     0.08%     0.00%  postgres         [kernel.kallsyms]      [k] shmem_fault
     0.07%     0.06%  postgres         [kernel.kallsyms]      [k] update_cfs_group
     0.07%     0.00%  postgres         [kernel.kallsyms]      [k] ____fput
     0.07%     0.00%  postgres         [kernel.kallsyms]      [k] shmem_getpage_gfp
     0.07%     0.07%  kcompactd1       [kernel.kallsyms]      [k] vma_interval_tree_subtree_search
     0.07%     0.00%  swapper          [kernel.kallsyms]      [k] blk_update_request
     0.07%     0.00%  kcompactd1       [kernel.kallsyms]      [k] move_to_new_page
