# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 23K of event 'cycles'
# Event count (approx.): 831426449327
#
# Children      Self  Command          Shared Object      Symbol                                          
# ........  ........  ...............  .................  ................................................
#
     1.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] evict
     1.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_evict_inode
     1.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput
     1.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput.part.0
     1.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_final
     1.22%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_range
     1.19%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     1.04%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
     1.01%     0.99%  pool-4-thread-1  [kernel.kallsyms]  [k] clear_page_erms
     0.98%     0.09%  java             [kernel.kallsyms]  [k] free_unref_page_list
     0.93%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.90%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_syscall_64
     0.90%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.86%     0.25%  pool-4-thread-1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.84%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __page_cache_alloc
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kcompactd
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kthread
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ret_from_fork
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_zone
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]  [k] proactive_compact_node
     0.82%     0.09%  java             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.77%     0.03%  kcompactd1       [kernel.kallsyms]  [k] migrate_pages
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] get_signal
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_exit
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_group_exit
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] exit_mmap
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] mmput
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] unmap_single_vma
     0.77%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] unmap_vmas
     0.76%     0.10%  Readahead Threa  [kernel.kallsyms]  [k] unmap_page_range
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] __writeback_single_inode
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] do_writepages
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] kthread
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] process_one_work
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] ret_from_fork
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] wb_workfn
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] wb_writeback
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] worker_thread
     0.75%     0.00%  kworker/u98:1-w  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.74%     0.04%  kworker/u98:1-w  [kernel.kallsyms]  [k] ext4_writepages
     0.73%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     0.73%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     0.73%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     0.73%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     0.73%     0.20%  java             [kernel.kallsyms]  [k] free_pcppages_bulk
     0.73%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     0.70%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     0.69%     0.00%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     0.69%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     0.69%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.69%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     0.69%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     0.69%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     0.68%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     0.68%     0.08%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     0.64%     0.13%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.64%     0.01%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.63%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_cache_add
     0.58%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_start_sb
     0.57%     0.23%  java             [kernel.kallsyms]  [k] page_remove_rmap
     0.56%     0.02%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     0.56%     0.23%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mark_iloc_dirty
     0.56%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.55%     0.01%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     0.54%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2__journal_start
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] kthread
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] ret_from_fork
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] worker_thread
     0.53%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] __block_commit_write.constprop.0.isra.0
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] process_one_work
     0.53%     0.06%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     0.53%     0.02%  kworker/u97:13-  [kernel.kallsyms]  [k] ext4_writepages
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] __writeback_single_inode
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] do_writepages
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] wb_workfn
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] wb_writeback
     0.53%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.52%     0.51%  java             [kernel.kallsyms]  [k] __free_one_page
     0.52%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] tlb_flush_mmu
     0.52%     0.48%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_load
     0.51%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.50%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] create_empty_buffers
     0.50%     0.04%  kworker/u96:1-e  [kernel.kallsyms]  [k] end_page_writeback
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.50%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_syscall_64
     0.50%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.49%     0.01%  Readahead Threa  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] get_signal
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_exit
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_group_exit
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] exit_mmap
     0.49%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] mmput
     0.49%     0.01%  kworker/u98:1-w  [kernel.kallsyms]  [k] mpage_submit_page
     0.48%     0.09%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_page_range
     0.48%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_single_vma
     0.48%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_vmas
     0.48%     0.05%  Readahead Threa  [kernel.kallsyms]  [k] release_pages
     0.47%     0.04%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     0.46%     0.00%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     0.46%     0.45%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     0.46%     0.00%  java             [kernel.kallsyms]  [k] exc_page_fault
     0.46%     0.45%  java             [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.45%     0.44%  pool-4-thread-1  [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.44%     0.12%  kworker/u96:1-e  [kernel.kallsyms]  [k] test_clear_page_writeback
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.43%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_page_buffers
     0.43%     0.37%  pool-4-thread-1  [kernel.kallsyms]  [k] rmqueue_bulk
     0.42%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     0.42%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_buffer_dirty
     0.41%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_buffer_head
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_anon
     0.41%     0.15%  pool-4-thread-1  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.40%     0.00%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     0.39%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_misplaced_page
     0.38%     0.07%  kworker/u98:1-w  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.38%     0.23%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_store
     0.37%     0.00%  java             [kernel.kallsyms]  [k] handle_mm_fault
     0.37%     0.04%  org.apache.hado  [kernel.kallsyms]  [k] unmap_page_range
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] do_exit
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] do_group_exit
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] do_syscall_64
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] exit_mmap
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] get_signal
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] mmput
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] unmap_single_vma
     0.37%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] unmap_vmas
     0.36%     0.01%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     0.36%     0.35%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_page_accessed
     0.36%     0.01%  kworker/u97:13-  [kernel.kallsyms]  [k] mpage_submit_page
     0.36%     0.01%  java             [kernel.kallsyms]  [k] _raw_spin_lock
     0.36%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] release_pages
     0.35%     0.35%  pool-4-thread-1  [kernel.kallsyms]  [k] sync_regs
     0.35%     0.01%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.34%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_stop
     0.34%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.34%     0.02%  Readahead Threa  [kernel.kallsyms]  [k] free_unref_page_list
     0.32%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.32%     0.02%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     0.32%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.32%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_pages
     0.32%     0.06%  java             [kernel.kallsyms]  [k] __mod_lruvec_state
     0.31%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_journal_stop
     0.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_release
     0.31%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] tlb_flush_mmu
     0.31%     0.05%  C1 CompilerThre  [kernel.kallsyms]  [k] release_pages
     0.31%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.31%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] __set_page_dirty
     0.30%     0.01%  kworker/u97:13-  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.29%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] tlb_flush_mmu
     0.29%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.29%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] find_lock_entries
     0.29%     0.19%  pool-4-thread-1  [kernel.kallsyms]  [k] start_this_handle
     0.28%     0.04%  Readahead Threa  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.27%     0.21%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.27%     0.27%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.27%     0.06%  org.apache.hado  [kernel.kallsyms]  [k] release_pages
     0.27%     0.00%  org.apache.hado  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.26%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] balance_dirty_pages_ratelimited
     0.26%     0.03%  java             [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.26%     0.01%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.24%     0.19%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.24%     0.24%  kswapd0          [kernel.kallsyms]  [k] workingset_eviction
     0.24%     0.01%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.23%     0.05%  Readahead Threa  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.23%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.23%     0.17%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_gen_add_page
     0.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] read_pages
     0.22%     0.01%  C1 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_list
     0.22%     0.01%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.22%     0.01%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] worker_thread
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] kthread
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] ret_from_fork
     0.21%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] PageHuge
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] process_one_work
     0.21%     0.01%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] ext4_writepages
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] __writeback_single_inode
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] do_writepages
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] wb_workfn
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] wb_writeback
     0.21%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.21%     0.00%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.21%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.21%     0.02%  C1 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.21%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] xa_get_order
     0.20%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.20%     0.01%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.20%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] free_unref_page_list
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.20%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.20%     0.03%  kworker/u97:13-  [kernel.kallsyms]  [k] __test_set_page_writeback
     0.20%     0.19%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_read_lock
     0.20%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.19%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_es_insert_delayed_block
     0.19%     0.09%  java             [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.19%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_readahead
     0.19%     0.02%  C1 CompilerThre  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.19%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit
     0.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.18%     0.13%  kworker/u96:1-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.18%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.18%     0.03%  kworker/u98:1-w  [kernel.kallsyms]  [k] __test_set_page_writeback
     0.18%     0.00%  Thread-5         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.18%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_syscall_64
     0.18%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.17%     0.14%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.17%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] mpage_submit_page
     0.17%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] stop_this_handle
     0.17%     0.17%  C1 CompilerThre  [kernel.kallsyms]  [k] __free_one_page
     0.17%     0.02%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_copy
     0.17%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_numa_work
     0.17%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_work_run
     0.17%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] change_prot_numa
     0.16%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.16%     0.16%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     0.16%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum
     0.16%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.16%     0.16%  java             [kernel.kallsyms]  [k] free_swap_cache
     0.16%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] hrtimer_interrupt
