# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10497091417354
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                                                                          
# ........  ........  ...............  .......................  ................................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca7799
     0.00%     0.00%  kworker/20:4     [kernel.kallsyms]        [k] wq_worker_running
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]        [k] select_idle_core
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]        [k] select_idle_cpu
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] native_send_call_func_ipi
     0.00%     0.00%  kworker/19:2-di  [kernel.kallsyms]        [k] check_preempt_wakeup
     0.00%     0.00%  kworker/23:4     [kernel.kallsyms]        [k] __update_load_avg_se
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]        [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]        [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]        [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/16:7     [kernel.kallsyms]        [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ee81dd
     0.00%     0.00%  kworker/1:4      [kernel.kallsyms]        [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] blk_mq_start_request
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] amd_pmu_addr_offset
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] amd_pmu_disable_all
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] x86_pmu_disable_all
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9fab3
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]        [k] __switch_to_asm
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]        [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] mark_page_accessed
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] ext4_reserve_inode_write
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] select_idle_sibling
     0.00%     0.00%  kworker/2:0      [kernel.kallsyms]        [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN11MDL_request16init_with_sourceEN7MDL_key18enum_mdl_namespaceEPKcS3_13enum_mdl_type17enum_mdl_durationS3_j
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d743d7
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cace39
     0.00%     0.00%  kworker/4:1-dio  [kernel.kallsyms]        [k] kthread_data
     0.00%     0.00%  kworker/4:1-dio  [kernel.kallsyms]        [k] wq_worker_running
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] load_balance
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] newidle_balance
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] copy_page
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] __handle_mm_fault
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] asm_exc_page_fault
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] do_user_addr_fault
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] exc_page_fault
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] handle_mm_fault
     0.00%     0.00%  python3          [kernel.kallsyms]        [k] wp_page_copy
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccb26c
     0.00%     0.00%  kworker/27:6-di  [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%     0.00%  kworker/27:6-di  [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_extent_block_csum_set
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] ext4_map_blocks
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c8080a
     0.00%     0.00%  kworker/0:4      [kernel.kallsyms]        [k] __update_load_avg_se
     0.00%     0.00%  kworker/2:2-dio  [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c8060d
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/11:3     [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd0b9c
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccbab9
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN14select_dumpvar7prepareER4ListI4ItemEP18st_select_lex_unit
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]        [k] select_task_rq_fair
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]        [k] reweight_entity
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] blkcg_iolatency_done_bio
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] __rq_qos_done_bio
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] bio_endio
     0.00%     0.00%  kworker/16:7     [kernel.kallsyms]        [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/16:7     [kernel.kallsyms]        [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/16:7     [kernel.kallsyms]        [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9d36d
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d4de2c
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]        [k] update_cfs_rq_h_load
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000aa6927
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN18QUICK_RANGE_SELECT16unique_key_rangeEv
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]        [k] worker_enter_idle
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]        [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/12:2     [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] deactivate_task
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d61522
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca710f
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a95325
     0.00%     0.00%  kworker/18:1     [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] ext4_extent_block_csum_set
     0.00%     0.00%  mariadbd         mariadbd                 [.] insert_dynamic
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]        [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d34952
     0.00%     0.00%  kworker/29:3     [kernel.kallsyms]        [k] select_idle_cpu
     0.00%     0.00%  kworker/29:3     [kernel.kallsyms]        [k] select_idle_sibling
     0.00%     0.00%  kworker/29:3     [kernel.kallsyms]        [k] select_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10da3
     0.00%     0.00%  kworker/18:1     [kernel.kallsyms]        [k] __switch_to
     0.00%     0.00%  kworker/24:1     [kernel.kallsyms]        [k] select_idle_cpu
     0.00%     0.00%  kworker/9:0      [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] complete_signal
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] posix_timer_fn
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] send_sigqueue
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] dma_pool_free
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] handle_irq_event
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] nvme_irq
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] nvme_process_cq
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] nvme_unmap_data.part.0
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] up_write
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c845b3
     0.00%     0.00%  kworker/7:5      [kernel.kallsyms]        [k] worker_enter_idle
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]        [k] pwq_dec_nr_in_flight
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cad3c9
     0.00%     0.00%  top              [kernel.kallsyms]        [k] free_unref_page_list
     0.00%     0.00%  top              [kernel.kallsyms]        [k] release_pages
     0.00%     0.00%  top              [kernel.kallsyms]        [k] tlb_finish_mmu
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9ffec
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccf536
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z24get_cached_schema_accessP22st_grant_internal_infoPKc
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]        [k] kfree
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] free_pcppages_bulk
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]        [k] wq_worker_running
     0.00%     0.00%  kworker/3:1-dio  [kernel.kallsyms]        [k] cpuacct_charge
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%     0.00%  kworker/23:3     [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]        [k] prepare_task_switch
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]        [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d39df1
     0.00%     0.00%  kworker/29:3     [kernel.kallsyms]        [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] __slab_free
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] kmem_cache_free
     0.00%     0.00%  kworker/1:2      [kernel.kallsyms]        [k] __irqentry_text_start
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca3fc1
     0.00%     0.00%  mariadbd         libc-2.28.so             [.] malloc_consolidate
     0.00%     0.00%  kworker/16:3-di  [kernel.kallsyms]        [k] idle_cpu
     0.00%     0.00%  kworker/16:3-di  [kernel.kallsyms]        [k] __irq_exit_rcu
     0.00%     0.00%  kworker/16:3-di  [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%     0.00%  kworker/16:3-di  [kernel.kallsyms]        [k] common_interrupt
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccc1a8
     0.00%     0.00%  kworker/24:1     [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] wake_affine_weight
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]        [k] aio_complete
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] wake_affine
     0.00%     0.00%  kworker/29:1     [kernel.kallsyms]        [k] kfree
     0.00%     0.00%  kworker/29:1     [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/29:1     [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/11:3     [kernel.kallsyms]        [k] update_cfs_group
     0.00%     0.00%  kworker/19:1-rc  [kernel.kallsyms]        [k] __slab_free
     0.00%     0.00%  kworker/14:3-di  [kernel.kallsyms]        [k] sched_clock
     0.00%     0.00%  kworker/14:3-di  [kernel.kallsyms]        [k] sched_clock_cpu
     0.00%     0.00%  kworker/14:3-di  [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] update_sg_lb_stats
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] find_busiest_group
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] load_balance
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] newidle_balance
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9f045
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN9Field_numC2EPhjS0_hN5Field5utypeEPK25st_mysql_const_lex_stringtbb
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca7308
     0.00%     0.00%  ksoftirqd/9      [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  ksoftirqd/9      [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d6151d
     0.00%     0.00%  mariadbd         mariadbd                 [.] thd_progress_end
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d13574
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]        [k] llist_add_batch
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]        [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da20ef
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN3THD25check_limit_rows_examinedEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c47e8b
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d70e8b
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a9dd37
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cb4ef0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9f878
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]        [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0506
     0.00%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] blk_mq_sched_insert_request
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] strscpy
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] __task_rq_lock
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000b91692
     0.00%     0.00%  kworker/9:7      [kernel.kallsyms]        [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0d41
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0e59
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000177a3
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca7257
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d1bf8a
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cad6b0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd0510
     0.00%     0.00%  kworker/9:7      [kernel.kallsyms]        [k] __update_load_avg_se
     0.00%     0.00%  ksoftirqd/19     [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  ksoftirqd/19     [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/19     [kernel.kallsyms]        [k] smpboot_thread_fn
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000dd429e
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10Field_long5storeExb
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/27:0     [kernel.kallsyms]        [k] update_load_avg
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]        [k] check_preempt_wakeup
     0.00%     0.00%  kworker/8:3-dio  [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/16:9     [kernel.kallsyms]        [k] __switch_to
     0.00%     0.00%  kworker/23:3     [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/16:8     [kernel.kallsyms]        [k] aio_complete
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] resched_curr
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] check_preempt_curr
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/18:1     [kernel.kallsyms]        [k] __list_add_valid
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK14user_var_entry7val_strEPbP6Stringj
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0006
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] select_idle_core
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] prepare_task_switch
     0.00%     0.00%  kworker/19:0     [kernel.kallsyms]        [k] wake_affine
     0.00%     0.00%  kworker/19:1-rc  [kernel.kallsyms]        [k] fput
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]        [k] nohz_balance_exit_idle
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]        [k] nohz_balancer_kick
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]        [k] dma_direct_unmap_sg
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]        [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]        [k] nvme_unmap_data.part.0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d579d1
     0.00%     0.00%  kworker/7:0-dio  [kernel.kallsyms]        [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  kworker/7:0-dio  [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/7:0-dio  [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x00000000007b9a0c
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d72d37
     0.00%     0.00%  kworker/15:1     [kernel.kallsyms]        [k] ext4_es_can_be_merged.isra.0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d33d8c
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9fa80
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] fput
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0098
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] ext4_map_blocks
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9f857
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] __run_hrtimer
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] perf_event_task_tick
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] scheduler_tick
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] tick_sched_handle
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] tick_sched_timer
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] update_process_times
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]        [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]        [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] select_idle_core
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] strscpy
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cf8e1b
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] pagecache_get_page
     0.00%     0.00%  kworker/10:6     [kernel.kallsyms]        [k] fput
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]        [k] __switch_to_asm
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]        [k] ktime_get_update_offsets_now
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]        [k] put_prev_entity
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]        [k] put_prev_task_fair
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]        [k] native_sched_clock
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]        [k] sched_clock_cpu
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]        [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]        [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a951b9
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]        [k] __es_insert_extent
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]        [k] ext4_es_insert_extent
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c841fb
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] page_referenced_one
     0.00%     0.00%  kworker/19:1-rc  [kernel.kallsyms]        [k] update_min_vruntime
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d92070
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] __slab_free
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%     0.00%  kworker/9:7      [kernel.kallsyms]        [k] strnlen
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10c84
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d11354
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] wq_worker_running
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x00000000008eacb6
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]        [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN7handler16read_range_firstEPK12st_key_rangeS2_bb
     0.00%     0.00%  kworker/1:5      [kernel.kallsyms]        [k] ext4_map_blocks
