# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 185956807552
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                                                        
# ........  ........  ...............  ...................  ..............................................................................................................................................................................
#
     0.36%     0.01%  mariadbd         [kernel.kallsyms]    [k] delete_from_swap_cache
     0.36%     0.00%  mariadbd         [kernel.kallsyms]    [k] __sysvec_call_function
     0.36%     0.07%  tclsh8.6         [kernel.kallsyms]    [k] select_task_rq_fair
     0.35%     0.00%  mariadbd         [kernel.kallsyms]    [k] free_swap_cache
     0.35%     0.01%  mariadbd         [kernel.kallsyms]    [k] try_to_free_swap.part.0
     0.35%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_dirty_inode
     0.35%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] syscall_exit_to_user_mode
     0.35%     0.21%  mariadbd         [kernel.kallsyms]    [k] migrate_task_rq_fair
     0.35%     0.07%  mariadbd         [kernel.kallsyms]    [k] amd_pmu_wait_on_overflow
     0.35%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] skb_release_data
     0.33%     0.01%  mariadbd         [kernel.kallsyms]    [k] run_rebalance_domains
     0.33%     0.02%  swapper          [kernel.kallsyms]    [k] load_balance
     0.33%     0.02%  mariadbd         [kernel.kallsyms]    [k] alloc_pages_vma
     0.33%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] skb_release_head_state
